,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,median_global,median_local,rmse_global,c_error_global,contractions_global,rmse_local,c_error_local,contractions_local
0,16,0,1,1e-05,1,0,35.3,[-0.63098896  0.2645248  -0.11819443],"[ 0.24451524  0.02305943  0.23427194  0.6020008   0.10577393  0.34770805
 -0.08127493  0.26051164  0.261815   -0.04256895  0.20077395  0.43145204
 -0.0607613   0.08593947  0.06980288  0.11065638]",0.59977454,0.35219298245614034,0.0,0.37349573,0.2811184210526316,0.0
1,16,1,1,1e-05,1,0,35.3,[-0.19120342 -0.90259784 -0.19029835],"[-0.55035037 -0.5159099  -0.4753403  -0.537777   -0.257149   -0.58566093
 -0.5243741  -0.57501066 -0.53222024 -0.4071631  -0.3123824  -0.5075916
 -0.59695345 -0.54248273 -0.44130766 -0.53883755]",0.59977454,0.35219298245614034,0.0,0.37349573,0.2811184210526316,0.0
2,16,2,1,1e-05,1,0,35.3,[ 0.2419082 -1.2774438 -1.2149825],"[ 0.45841014  0.77779007 -0.8067527   0.48982877 -0.63531446 -0.68903196
 -0.7195947  -0.8283646  -0.6884698  -0.35882664  0.8106973  -0.7050822
 -0.6897148  -0.7390672  -0.63927317 -0.5901814 ]",0.59977454,0.35219298245614034,0.0,0.37349573,0.2811184210526316,0.0
3,16,3,1,1e-05,1,0,35.3,[-0.07176879 -1.1568475  -0.6629354 ],"[-0.4886923  -0.39072573 -0.17878634 -0.53497684 -0.82166994 -0.80247414
 -0.58026206 -0.42659742 -0.6237214  -0.63352823 -0.5235165  -0.7102168
 -0.68649304 -0.5954418  -0.5958815  -0.09099045]",0.59977454,0.35219298245614034,0.0,0.37349573,0.2811184210526316,0.0
4,16,4,1,1e-05,1,0,35.3,[-0.8274747  -0.28493112 -0.07332425],"[ 0.22721153  0.12960738 -0.6384785   0.03235042  0.4461015  -0.44667184
 -0.58400404 -0.37474182  0.5841552  -0.2966702  -0.179095    0.6174608
  0.06396425 -0.2720962  -0.8988209   0.4464482 ]",0.59977454,0.35219298245614034,0.0,0.37349573,0.2811184210526316,0.0
5,16,5,1,1e-05,1,0,35.3,[-0.9125995 -1.381824  -1.6350554],"[-1.38995767e-01 -1.57926708e-01 -1.80903047e-01 -3.85841519e-01
 -2.06986666e-02 -1.11888975e-01 -4.32401896e-04 -2.17422456e-01
 -3.86514127e-01 -4.09574300e-01 -3.37740988e-01  1.04989469e-01
 -1.73457801e-01 -5.28571844e-01 -2.32026249e-01 -3.78321946e-01]",0.59977454,0.35219298245614034,0.0,0.37349573,0.2811184210526316,0.0
6,16,6,1,1e-05,1,0,35.3,[-0.71992147 -0.06423573 -1.7020065 ],"[-0.7168424   0.9060859  -0.34068128 -0.38625872  0.88942     0.2351721
  0.89523065  0.7815361   0.419177   -0.74430376 -0.2777557  -0.41598588
 -0.2729955   0.80803835  0.8262092  -0.815546  ]",0.59977454,0.35219298245614034,0.0,0.37349573,0.2811184210526316,0.0
7,16,7,1,1e-05,1,0,35.3,[-0.13600117 -0.6496743  -0.11655434],"[-0.00447312  0.13628286 -0.40417755  0.52892745  0.6256206  -0.54404426
  0.31267053  0.2911557   0.18671632 -0.47018793  0.7627765   0.01249444
  0.29626948 -0.00988343  0.18521768  0.18623906]",0.59977454,0.35219298245614034,0.0,0.37349573,0.2811184210526316,0.0
8,16,8,1,1e-05,1,0,35.3,[-2.2673879  1.1185288 -1.5976963],"[ 0.644286    0.71698076  0.2979319  -0.5632359  -0.13910031  0.16487586
  0.62941587  0.02277356  0.4804262   0.49422628  0.5881318   0.26492923
  0.2102651   0.02000368  0.3771513   0.52963   ]",0.59977454,0.35219298245614034,0.0,0.37349573,0.2811184210526316,0.0
9,16,9,1,1e-05,1,0,35.3,[ 1.1592575  -0.16516769 -0.49540794],"[-0.9600388   0.9779663   0.9224719   0.9737524   0.54632384 -0.9360422
  0.981818   -0.9627389  -0.9587585  -0.93634    -0.9696878   0.9754414
  0.7819955  -0.9528831   0.47846264  0.97012347]",0.59977454,0.35219298245614034,0.0,0.37349573,0.2811184210526316,0.0
