,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,median_global,median_local,rmse_global,c_error_global,contractions_global,rmse_local,c_error_local,contractions_local,median
0,16,0,1,1,1,0,3765.3333333333335,[0.88485336 0.3290119  0.40231648],"[-0.51318717 -0.14180213  0.07035542  0.7784226   0.23198187 -0.51378524
 -0.17048085 -0.1394903   0.17398715  0.16202009 -0.385069    0.64673865
  0.07960248 -0.42263758  0.23949122 -0.3375643 ]",0.13757677,0.26780701754385966,0.89866716,0.47474742,0.31381578947368427,0.21036386,
1,16,1,1,1,1,0,3765.3333333333335,[-0.7580979   0.14021988 -0.5606381 ],"[ 0.47181582  0.03301668  0.14194918 -0.8368631   0.56444633 -0.20322353
  0.3387699   0.12290215 -0.78480005 -0.6127783  -0.63831925 -0.0477252
 -0.17502582  0.28471375 -0.33123845 -0.446514  ]",0.13757677,0.26780701754385966,0.89866716,0.47474742,0.31381578947368427,0.21036386,
2,16,2,1,1,1,0,3765.3333333333335,[-1.290131   -0.16026801  0.29614323],"[-0.07921463 -0.85596263 -0.59289825 -0.6819382   0.14167523 -0.13727927
 -0.47411168 -0.6700181  -0.9194252  -0.23865718 -0.6669558  -0.8443817
 -0.66774833  0.31122816 -0.11891735 -0.8146033 ]",0.13757677,0.26780701754385966,0.89866716,0.47474742,0.31381578947368427,0.21036386,
3,16,3,1,1,1,0,3765.3333333333335,[ 0.17632067 -0.01004872  0.22479044],"[-0.20716518 -0.23026437 -0.43639207  0.28582358  0.21616662  0.06440985
 -0.55135643  0.20969951  0.13177001 -0.59804183 -0.5848141  -0.22046757
  0.06076455 -0.2601267  -0.19754559  0.14251482]",0.13757677,0.26780701754385966,0.89866716,0.47474742,0.31381578947368427,0.21036386,
4,16,4,1,1,1,0,3765.3333333333335,[ 0.06507121 -0.0278868  -0.11183015],"[ 0.04981554  0.3772577  -0.06951511  0.01594365  0.20523429  0.31316137
 -0.01214623  0.6139945   0.2700826  -0.28763837  0.04996967  0.5924349
 -0.130746    0.10806632 -0.08159804 -0.22067976]",0.13757677,0.26780701754385966,0.89866716,0.47474742,0.31381578947368427,0.21036386,
5,16,5,1,1,1,0,3765.3333333333335,[ 2.0405686 -0.1256941 -0.2503273],"[ 0.4996897   0.268453   -0.8869847   0.59311223 -0.02801758  0.22151947
 -0.12634772 -0.9080371  -0.9311996  -0.12545878  0.5895698  -0.3585121
 -0.75741017  0.09272814 -0.5598105   0.75355566]",0.13757677,0.26780701754385966,0.89866716,0.47474742,0.31381578947368427,0.21036386,
6,16,6,1,1,1,0,3765.3333333333335,[0.0768825  0.21166657 0.42428944],"[-0.09937233 -0.22046232 -0.23414874 -0.0939613  -0.0766812   0.17740393
  0.2565379   0.013942   -0.2149992   0.3768487   0.0644865   0.6377741
 -0.4466285   0.15550756  0.29982507 -0.18479973]",0.13757677,0.26780701754385966,0.89866716,0.47474742,0.31381578947368427,0.21036386,
7,16,7,1,1,1,0,3765.3333333333335,[-1.0047674   0.01557496  0.16756684],"[ 0.30401313 -0.6711054  -0.8058974  -0.19181389 -0.55670905 -0.4338326
 -0.9312133  -0.70757866 -0.22452259  0.38456368  0.52433217  0.00521052
  0.16132462  0.63568866  0.5306655  -0.87417936]",0.13757677,0.26780701754385966,0.89866716,0.47474742,0.31381578947368427,0.21036386,
8,16,8,1,1,1,0,3765.3333333333335,[-1.3231486   0.17635763  0.32093292],"[-0.0507139  -0.7134944  -0.78541577 -0.82696044 -0.93390155 -0.31086576
 -0.3152144  -0.43014532  0.8313887  -0.6793087  -0.7613578  -0.25035298
  0.8900206   0.4232309  -0.51480883 -0.20558512]",0.13757677,0.26780701754385966,0.89866716,0.47474742,0.31381578947368427,0.21036386,
9,16,9,1,1,1,0,3765.3333333333335,[ 0.8943794  -0.04786596  0.49501577],"[ 0.34064054  0.6154314   0.63941824 -0.14000612 -0.0449906   0.157552
  0.66697514 -0.15050232 -0.41394782 -0.23540306  0.12794745  0.17428267
  0.23257208  0.72826684  0.19570553 -0.08834559]",0.13757677,0.26780701754385966,0.89866716,0.47474742,0.31381578947368427,0.21036386,
