,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,median_global,median_local,rmse_global,c_error_global,contractions_global,rmse_local,c_error_local,contractions_local,median
0,16,0,1,1e-05,1,0,33.69,[-0.14912859 -1.3084111   1.6350496 ],"[-0.27937    -0.8464979  -0.6025017  -0.6112933  -0.7211772  -0.52214336
 -0.77427197 -0.6163219  -0.69355357 -0.65734696  0.01880097 -0.51150775
 -0.6346218  -0.54994583 -0.9361095  -0.78626025]",0.57584506,0.31315789473684214,0.0,0.3799997,0.290328947368421,0.0,
1,16,1,1,1e-05,1,0,33.69,[-0.10337777 -0.5298976   0.8201071 ],"[-0.5208254  -0.08392745 -0.75599974 -0.8192029  -0.8065421  -0.12007913
 -0.43315265 -0.71877515 -0.2811875  -0.16391009 -0.2256434  -0.18258563
 -0.48541224 -0.36757585 -0.8114252  -0.18907449]",0.57584506,0.31315789473684214,0.0,0.3799997,0.290328947368421,0.0,
2,16,2,1,1e-05,1,0,33.69,[ 0.7444036  -0.10524008  0.9364488 ],"[-0.62953126  0.75193155 -0.35692564 -0.01909584  0.8537381  -0.5355443
  0.58742917 -0.29779094 -0.4778675  -0.8944729   0.5560264  -0.8892292
  0.07401484  0.8422866   0.49856752  0.95524526]",0.57584506,0.31315789473684214,0.0,0.3799997,0.290328947368421,0.0,
3,16,3,1,1e-05,1,0,33.69,[0.7061716  0.60977054 0.36124605],"[0.47547162 0.79363614 0.7594959  0.9231929  0.77884936 0.6783384
 0.36950785 0.7140043  0.78803355 0.7544758  0.3272665  0.52230525
 0.6841448  0.51587206 0.31095862 0.82918864]",0.57584506,0.31315789473684214,0.0,0.3799997,0.290328947368421,0.0,
4,16,4,1,1e-05,1,0,33.69,[ 0.7347114  -0.79233134  0.33243108],"[-0.26598895 -0.07666567 -0.22566426 -0.37615848 -0.14116365 -0.37522873
 -0.17653206 -0.38973415 -0.2336444  -0.30376375 -0.18148962 -0.09809628
 -0.10728893 -0.2333804  -0.13630137 -0.33148798]",0.57584506,0.31315789473684214,0.0,0.3799997,0.290328947368421,0.0,
5,16,5,1,1e-05,1,0,33.69,[ 0.8817619  -0.7401631   0.69361544],"[ 0.980871   -0.46903622  0.9793999   0.96363676 -0.698225    0.96506906
 -0.9815037  -0.9454418   0.9915873   0.9317326  -0.06925017  0.96359533
 -0.95248175  0.81162536 -0.93573856  0.9796885 ]",0.57584506,0.31315789473684214,0.0,0.3799997,0.290328947368421,0.0,
6,16,6,1,1e-05,1,0,33.69,[-0.7544025 -0.7729901  0.8132826],"[ 0.91545445  0.623126   -0.4500757   0.74744874 -0.4102713  -0.94411826
 -0.8985237  -0.8065572   0.25963092 -0.8330405   0.26387548 -0.7065401
  0.77496916 -0.36898848 -0.9571168  -0.29686555]",0.57584506,0.31315789473684214,0.0,0.3799997,0.290328947368421,0.0,
7,16,7,1,1e-05,1,0,33.69,[-1.9170356   0.51601034 -0.50428057],"[ 0.3496514   0.5114132  -0.2962448   0.03234202  0.7035106  -0.5366398
  0.243756   -0.51726663  0.23935783 -0.21193671 -0.10701609 -0.48676613
 -0.60723335  0.48770994 -0.04598612  0.10245329]",0.57584506,0.31315789473684214,0.0,0.3799997,0.290328947368421,0.0,
8,16,8,1,1e-05,1,0,33.69,[ 0.03760414 -1.97493     0.9384526 ],"[-0.88096404 -0.931077   -0.9220319  -0.84609973 -0.8799091  -0.7140632
 -0.5780005  -0.94830304 -0.8526354  -0.94087696 -0.92269325 -0.9148543
 -0.7279572  -0.83318543 -0.6214627  -0.6423533 ]",0.57584506,0.31315789473684214,0.0,0.3799997,0.290328947368421,0.0,
9,16,9,1,1e-05,1,0,33.69,[ 0.03100477 -1.798149    2.1794662 ],"[-0.8422085  -0.8003059  -0.8067843  -0.79751754 -0.7421232  -0.9437745
 -0.88284445 -0.7052374  -0.74879706 -0.78692126 -0.96100134 -0.94904256
 -0.8823938  -0.8360439  -0.85596347 -0.71614313]",0.57584506,0.31315789473684214,0.0,0.3799997,0.290328947368421,0.0,
