,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,median_global,median_local,rmse_global,c_error_global,contractions_global,rmse_local,c_error_local,contractions_local
0,16,0,1,0.0001,1,0,66.49,[1.159872   0.02099246 0.55843234],"[-0.9913069  -0.9698235   0.5589951   0.3795411   0.99610007  0.49268126
  0.79304916 -0.44280583 -0.67999375  0.9815874  -0.2792458   0.8493052
  0.8858778  -0.99233955  0.48533714 -0.9917352 ]",0.43944266,0.36973684210526314,0.0,0.25000793,0.2041611842105263,0.5491872
1,16,1,1,0.0001,1,0,66.49,[-0.7154367  -0.19059321 -0.39982718],"[-0.62364995  0.8020004  -0.01330313  0.9748879   0.9101752  -0.49015623
 -0.71024907 -0.8263893   0.9074463  -0.08789685  0.01242846  0.99526733
  0.70001626 -0.7153363   0.650207   -0.1102207 ]",0.43944266,0.36973684210526314,0.0,0.25000793,0.2041611842105263,0.5491872
2,16,2,1,0.0001,1,0,66.49,[-0.81948954  0.3359552  -0.2843753 ],"[ 0.24538761 -0.08275816  0.08525354 -0.06411251  0.07521361 -0.02210414
  0.20657223  0.08878046  0.45345843 -0.01962933 -0.23120862  0.3134557
 -0.00103357 -0.06934109 -0.06600595  0.09873158]",0.43944266,0.36973684210526314,0.0,0.25000793,0.2041611842105263,0.5491872
3,16,3,1,0.0001,1,0,66.49,[-0.8922545  0.9175926  1.007581 ],"[ 0.55983174 -0.89301085  0.44642347 -0.05478644 -0.79713905 -0.8294421
  0.7230272   0.96967083 -0.20200405 -0.34209478  0.6050866  -0.98543024
  0.5436635   0.5523142  -0.5236579  -0.4352703 ]",0.43944266,0.36973684210526314,0.0,0.25000793,0.2041611842105263,0.5491872
4,16,4,1,0.0001,1,0,66.49,[1.4234984  1.4285839  0.30099285],"[ 0.8338544   0.98801583 -0.3641216   0.6902891   0.989913    0.9992133
  0.9993739   0.941055    0.8700188   0.67610234  0.91358304  0.04660946
  0.468409    0.9336161   0.5730664   0.9975188 ]",0.43944266,0.36973684210526314,0.0,0.25000793,0.2041611842105263,0.5491872
5,16,5,1,0.0001,1,0,66.49,[3.170775   0.4608227  0.13894023],"[ 0.22591263 -0.24747339 -0.5406388  -0.13502342  0.2580526   0.49128544
  0.9251132  -0.7887057  -0.24270695 -0.05691236  0.36293697  0.18349153
  0.24942064  0.07620072  0.7553385   0.06802362]",0.43944266,0.36973684210526314,0.0,0.25000793,0.2041611842105263,0.5491872
6,16,6,1,0.0001,1,0,66.49,[1.4129202 0.9162185 0.7026926],"[ 0.5065737   0.4075246   0.48499197  0.28741282  0.6485404   0.6663348
  0.10155636  0.35745066  0.5274397   0.563769    0.4649505  -0.10989031
  0.4890676   0.13495213  0.49751455  0.515968  ]",0.43944266,0.36973684210526314,0.0,0.25000793,0.2041611842105263,0.5491872
7,16,7,1,0.0001,1,0,66.49,[ 0.3810688  -0.93033075  1.2859268 ],"[-0.93761075 -0.70298934 -0.8504358  -0.9176283  -0.91992307 -0.74931765
 -0.9771371  -0.98459744 -0.6752039  -0.9801041  -0.97852767 -0.95517886
 -0.9687509  -0.8830881   0.07702386 -0.8598962 ]",0.43944266,0.36973684210526314,0.0,0.25000793,0.2041611842105263,0.5491872
8,16,8,1,0.0001,1,0,66.49,[ 2.5539212  -1.2982594   0.21614037],"[ 0.4726255  -0.4028454   0.47515523  0.16347283 -0.9146998  -0.5130713
 -0.22201738 -0.17607793 -0.85807    -0.16568318 -0.16151026  0.4724226
  0.14929688 -0.8183162  -0.02535298 -0.9381568 ]",0.43944266,0.36973684210526314,0.0,0.25000793,0.2041611842105263,0.5491872
9,16,9,1,0.0001,1,0,66.49,[-0.29870933 -0.9228579   0.31986544],"[ 0.7371042  -0.71720135 -0.75495934  0.3642679  -0.1465464  -0.7670399
 -0.90767705 -0.24395457 -0.1409218  -0.6976689  -0.84188855 -0.71530807
 -0.880301   -0.83419204 -0.7394744  -0.93919   ]",0.43944266,0.36973684210526314,0.0,0.25000793,0.2041611842105263,0.5491872
