,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,kl,median,median_rmse,c_error,contractions,rel_contraction
0,10,0,1,0.0001,1,0,4996.06,33.35815893518525,"[ 0.01399319 -0.06133163  0.06278367  0.12026808  0.06282634 -0.0491792
 -0.07930632 -0.03562739  0.01516357 -0.0139364 ]",0.42203316,0.35673684210526313,0.0,0.0
1,10,1,1,0.0001,1,0,4996.06,33.676903254975535,"[ 0.05893198 -0.00899915 -0.0442808   0.0850201  -0.01980411  0.0039451
 -0.01585569 -0.00793265  0.08090474 -0.10652635]",0.42203316,0.35673684210526313,0.0,0.0
2,10,2,1,0.0001,1,0,4996.06,33.95841469692121,"[-0.1356439   0.00685235  0.03091284 -0.02420506  0.08649524 -0.09597193
 -0.13329355  0.09254482  0.04568297  0.03899079]",0.42203316,0.35673684210526313,0.0,0.0
3,10,3,1,0.0001,1,0,4996.06,33.42528849065857,"[-0.06495516 -0.06298752 -0.09106037 -0.02512522  0.014417   -0.04843473
  0.02048629  0.07886438 -0.05589981 -0.14158124]",0.42203316,0.35673684210526313,0.0,0.0
4,10,4,1,0.0001,1,0,4996.06,32.944176750859164,"[-0.04405677 -0.08538465 -0.0587133   0.15526742 -0.03914971 -0.01414855
 -0.02643673  0.14594541 -0.08457783 -0.0576787 ]",0.42203316,0.35673684210526313,0.0,0.0
5,10,5,1,0.0001,1,0,4996.06,33.418715300264196,"[-0.03396018 -0.04672035 -0.03524337  0.00063396  0.05340774  0.03811521
 -0.08304138  0.09957701 -0.01087861 -0.07066933]",0.42203316,0.35673684210526313,0.0,0.0
6,10,6,1,0.0001,1,0,4996.06,34.066613355058536,"[ 0.00695373 -0.103142   -0.03076515 -0.04802353 -0.05937677 -0.07507564
 -0.1838851   0.1554164   0.05254725 -0.0049462 ]",0.42203316,0.35673684210526313,0.0,0.0
7,10,7,1,0.0001,1,0,4996.06,33.77007489877677,"[ 0.00879843 -0.0876171   0.01916224  0.00799877  0.06286039 -0.08417351
 -0.13466287  0.0029615   0.03619643 -0.01124757]",0.42203316,0.35673684210526313,0.0,0.0
8,10,8,1,0.0001,1,0,4996.06,34.01464421101575,"[-0.0536719  -0.07463889  0.0542862  -0.07608551  0.02439606 -0.04922795
 -0.00795203  0.09383628  0.02965144 -0.030941  ]",0.42203316,0.35673684210526313,0.0,0.0
9,10,9,1,0.0001,1,0,4996.06,33.26539768717615,"[-0.04731193 -0.08048132  0.02800085  0.0610903   0.01444357 -0.06371146
 -0.05040934  0.14769663  0.10276296 -0.00388899]",0.42203316,0.35673684210526313,0.0,0.0
10,10,10,1,0.0001,1,0,4996.06,34.12704668636966,"[ 0.07798562 -0.1164334  -0.18261126  0.11674171 -0.03353564  0.08092331
 -0.11246987 -0.01048117  0.10692391  0.00902516]",0.42203316,0.35673684210526313,0.0,0.0
11,10,11,1,0.0001,1,0,4996.06,34.31882330867709,"[ 0.11785427  0.07952696 -0.10390683  0.07433951  0.01413107 -0.04214166
  0.05492998  0.03075017  0.15256187 -0.05476603]",0.42203316,0.35673684210526313,0.0,0.0
