,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,median_global,median_local,rmse_global,c_error_global,contractions_global,rmse_local,c_error_local,contractions_local,median
0,16,0,1,1e-05,1,0,36.83,[-1.1002641  -0.35953978  0.05566482],"[ 0.27062517 -0.44920248  0.11574036  0.8512367   0.00195706  0.7313425
  0.8669236  -0.8577413   0.19912714  0.92363364  0.7615457   0.5249394
  0.17636889  0.7780799  -0.09494254 -0.07935065]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
1,16,1,1,1e-05,1,0,36.83,[ 0.7658403   0.23170123 -0.4278087 ],"[ 0.40678108 -0.3665279   0.763466    0.01028526  0.12466162 -0.20831683
 -0.17433071 -0.16617733  0.50986785 -0.05598181  0.5827267   0.01677084
 -0.27240643  0.01946807 -0.1400635   0.61515594]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
2,16,2,1,1e-05,1,0,36.83,[-0.32521328  0.74881685 -0.10631137],"[-0.10716844 -0.09673521  0.03257912 -0.17925122 -0.16825202 -0.15820456
 -0.02760005 -0.01402903  0.14194745  0.00851113 -0.02491373 -0.15988562
 -0.01681149 -0.0236448   0.0501166   0.04997987]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
3,16,3,1,1e-05,1,0,36.83,[1.0467863  0.7927834  0.90474904],"[-0.9212947   0.9445598  -0.13036764  0.7752343   0.75552696  0.26056826
 -0.1685436  -0.9146132   0.7153049   0.29524368 -0.9287677  -0.17437959
 -0.23569882  0.5324064   0.93668675  0.26055938]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
4,16,4,1,1e-05,1,0,36.83,[-0.36810482 -0.7407718   0.6792437 ],"[ 0.48823357 -0.08907959 -0.14136109 -0.25394142 -0.5903565   0.18968487
  0.49563617 -0.2717672   0.19827998 -0.3992443   0.36147052 -0.17127922
 -0.451626    0.49685717  0.33565694 -0.07799023]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
5,16,5,1,1e-05,1,0,36.83,[ 1.4680696  -0.86069626 -0.31408322],"[ 0.2455585   0.9141055   0.46592075  0.29621983  0.88482356  0.18756741
  0.43952936  0.28090578  0.6016175   0.9465841  -0.0513908   0.41450608
  0.13625461  0.496404    0.14494807  0.2618205 ]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
6,16,6,1,1e-05,1,0,36.83,[0.44856727 0.10873985 1.1241364 ],"[-0.09114972 -0.07200843 -0.07756543  0.18769604  0.0809356   0.17206109
 -0.31314552 -0.17969772  0.24625105 -0.02382079 -0.05287546 -0.0726347
 -0.09255561 -0.078729    0.04805708  0.06252331]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
7,16,7,1,1e-05,1,0,36.83,[1.2260345  0.5780531  0.31167656],"[-0.3503593   0.11165798  0.25070506  0.76453394  0.77404314  0.7997987
  0.7641108   0.5195779  -0.13293451 -0.28432444 -0.03252697  0.2096569
  0.4683391   0.7600519  -0.21344885 -0.120722  ]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
8,16,8,1,1e-05,1,0,36.83,[-0.87400204 -0.92148423  0.49423605],"[ 0.2796932   0.06425881 -0.20792359  0.05293757  0.19204736  0.5542404
 -0.6042901  -0.04303199  0.906502   -0.28320178 -0.19512364  0.13987792
 -0.32443464 -0.2854823  -0.05359346 -0.4869476 ]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
9,16,9,1,1e-05,1,0,36.83,[-0.38155234 -1.3171494   0.23636144],"[-0.19540891  0.34909892 -0.05219966  0.1409086   0.02637112  0.02527511
 -0.06616652  0.14928734 -0.04208404  0.0399369   0.4092415   0.04198986
  0.0334242   0.24332923  0.3320815   0.12477827]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
10,16,10,1,1e-05,1,0,36.83,[0.8303028  0.13867623 0.50480413],"[ 0.1913659   0.2501285   0.3627665   0.06939507  0.35047805  0.30614477
  0.26819515  0.17758703 -0.3309493   0.17592216  0.23229551 -0.0608725
  0.08410209 -0.05363327  0.22835785 -0.06991532]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
11,16,11,1,1e-05,1,0,36.83,[ 0.10358384  0.36747122 -0.74099195],"[-0.00579032 -0.07152238 -0.05032304  0.00449055 -0.11824471 -0.03890494
  0.02424484  0.02754712 -0.26495415  0.05721712 -0.02608559 -0.04454732
 -0.11964902 -0.13088095  0.04733026 -0.08704376]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
12,16,12,1,1e-05,1,0,36.83,[-2.0392456   0.04321118  0.27635258],"[-0.8623844  -0.44522533 -0.466952    0.4442984   0.14496094 -0.74091506
 -0.8704004  -0.70962405 -0.0839411  -0.06858188 -0.38091305  0.05821657
  0.06221974 -0.9116293  -0.02229905 -0.90916324]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
13,16,13,1,1e-05,1,0,36.83,[-0.888734    1.2197287   0.08208746],"[ 0.29122376  0.92279124 -0.3025686  -0.7474708   0.18870574  0.71474034
 -0.85996443 -0.8782814  -0.8387717  -0.23493832 -0.74511003 -0.3386092
  0.6429808  -0.61771053  0.91880244 -0.53424656]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
14,16,14,1,1e-05,1,0,36.83,[ 1.5576792  -0.8001347   0.02967834],"[-0.11590314 -0.21879074 -0.29956234 -0.25298828 -0.27757117  0.12763435
 -0.18460375 -0.18381694 -0.20926452 -0.07928446 -0.05645055 -0.2712793
 -0.32366845 -0.36141464 -0.01449195 -0.4481394 ]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
15,16,15,1,1e-05,1,0,36.83,[ 0.8888873  -0.4618798  -0.08219698],"[-0.24707744 -0.13871521 -0.11611074 -0.01675504 -0.06172931 -0.04652005
  0.0191108   0.06363326 -0.22537431 -0.1072835  -0.01775783 -0.2368361
 -0.18128279 -0.36122572 -0.15437496 -0.18824884]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
16,16,16,1,1e-05,1,0,36.83,[-0.6044466  1.20732   -0.4365538],"[-0.10724247  0.11527961  0.01634967 -0.17086673 -0.07641718  0.17809194
  0.03427345  0.00568947 -0.20002258 -0.12327042  0.01981938 -0.00860453
  0.03148842 -0.07933259 -0.0280599  -0.15505037]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
17,16,17,1,1e-05,1,0,36.83,[-0.95887184 -1.088238   -1.2641747 ],"[-0.03805935 -0.03500196  0.18737173 -0.05990693 -0.05052975 -0.00864699
  0.12071073  0.18965304 -0.14826399  0.07011455  0.17464125  0.1440978
  0.22556001  0.01180443 -0.12123209  0.02700377]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
18,16,18,1,1e-05,1,0,36.83,[-0.4931147  0.4893684  0.3116008],"[-0.0703375   0.061571   -0.02834398  0.05492979  0.03601664 -0.00543863
 -0.11222479 -0.02929744  0.0816803   0.04356259  0.01808864 -0.13855267
  0.01964289 -0.05881819 -0.02457836  0.046184  ]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
19,16,19,1,1e-05,1,0,36.83,[0.847191   0.50285834 0.46060815],"[-0.50651073  0.23536438 -0.91822517 -0.43550283 -0.28777075 -0.45311242
 -0.53093636 -0.5284271   0.85550565 -0.07756102 -0.01622975 -0.17244574
 -0.40793353  0.736221    0.70056957  0.86498517]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
20,16,20,1,1e-05,1,0,36.83,[-0.08807468  1.8175265  -1.2175021 ],"[ 0.02360648  0.07033509 -0.10609993  0.11599278 -0.10278803 -0.04190585
 -0.07780769  0.0292387  -0.05398262  0.02817392 -0.08430269  0.03971064
 -0.11990795 -0.12301359 -0.14706963 -0.13735798]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
21,16,21,1,1e-05,1,0,36.83,[ 1.2125483  -0.51146185  1.1094162 ],"[0.5987443  0.56766677 0.5523216  0.25129467 0.62993157 0.40713382
 0.46988022 0.5349769  0.5778443  0.6338194  0.5845247  0.37748128
 0.5959589  0.59355414 0.5662926  0.60471535]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
22,16,22,1,1e-05,1,0,36.83,[-1.2168392   0.07993948 -0.8157068 ],"[ 0.05924231 -0.04995239 -0.3608672  -0.07993641 -0.24595025 -0.11708623
  0.01417118 -0.15051001 -0.0792335  -0.10249633 -0.3006961  -0.12737188
 -0.02548981 -0.03928006 -0.03706336 -0.10514212]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
23,16,23,1,1e-05,1,0,36.83,[ 0.32823324 -0.85828215 -0.9333693 ],"[-0.08022314  0.03858948  0.19983566  0.13606572 -0.12236714 -0.0513671
  0.13580906  0.01244116 -0.18685228 -0.00535575  0.19073933  0.42067784
 -0.12348643  0.00899273  0.0744074   0.07974327]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
24,16,24,1,1e-05,1,0,36.83,[-0.5692953  -0.6808716   0.08896238],"[-0.09819597 -0.31599945 -0.2723489  -0.17975    -0.26586333 -0.1982618
 -0.0550338  -0.06143558 -0.06275636 -0.03238121 -0.3581798  -0.11426044
 -0.197629   -0.01804325 -0.299864   -0.2965849 ]",0.6179321,0.3856140350877193,0.0,0.35707098,0.18299342105263156,0.07307189,
