,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,median_global,median_local,rmse_global,c_error_global,contractions_global,rmse_local,c_error_local,contractions_local,median
0,16,0,1,1,1,0,5951.571428571428,[-0.69265217 -0.10230084 -2.3777664 ],"[-0.8796183   0.31515026 -0.3675019  -0.49630463  0.4059769  -0.52875566
 -0.3238175  -0.08173418  0.9697008   0.24235141 -0.22321463 -0.06439441
 -0.9466168  -0.01223719  0.9167727   0.3989216 ]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
1,16,1,1,1,1,0,5951.571428571428,[ 0.8964377   0.86887705 -2.6470232 ],"[-0.7974554   0.30323267 -0.96663266 -0.37145644 -0.72344077 -0.66566
  0.39236343 -0.7760489  -0.03813976  0.43138945 -0.556472    0.47855115
 -0.5178785  -0.5655332  -0.63489556  0.43991673]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
2,16,2,1,1,1,0,5951.571428571428,[ 0.9189551 -1.3952    -1.6726373],"[0.3320911  0.05258393 0.39376044 0.935663   0.47521865 0.47682095
 0.0054791  0.7564745  0.6918049  0.6169417  0.25117314 0.3364632
 0.64454556 0.60014486 0.37474358 0.45632863]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
3,16,3,1,1,1,0,5951.571428571428,[ 0.462731   -0.48551512  0.84534204],"[-0.37728631  0.28643394  0.14279962  0.2825353  -0.07060528 -0.60547847
  0.11178172 -0.03834754  0.07396805  0.25625145 -0.72487617 -0.5336356
 -0.04909825 -0.32628918  0.00233757  0.401564  ]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
4,16,4,1,1,1,0,5951.571428571428,[ 0.14628334  0.1544847  -0.8671448 ],"[-0.3174405  -0.6208509   0.0936085  -0.7791021  -0.6344547  -0.13696617
 -0.01773083 -0.23379087 -0.8534653  -0.06293243  0.27995074  0.6039376
 -0.22026396 -0.11638367  0.11281359 -0.1393488 ]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
5,16,5,1,1,1,0,5951.571428571428,[ 0.10147477 -1.354184   -0.30732605],"[ 0.5375296   0.09526408 -0.129511    0.314108   -0.20820493  0.12013543
 -0.24640578  0.11072218 -0.04657346  0.488814    0.20989597 -0.16408473
  0.3422736  -0.00988811 -0.18004858 -0.22610718]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
6,16,6,1,1,1,0,5951.571428571428,[-0.8613753   0.14471422 -2.9391704 ],"[-0.53593004  0.19580793 -0.6756326   0.37387383 -0.1279813  -0.79224694
 -0.28933543 -0.08307225 -0.4135558  -0.7793946   0.32754374  0.43797553
  0.05407727 -0.9141033  -0.43610543  0.13996053]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
7,16,7,1,1,1,0,5951.571428571428,[ 1.0610485 -1.4026704  1.1072152],"[ 0.15816247 -0.20937431  0.52719593  0.15202701  0.75303864  0.4354962
  0.58965945 -0.55760604 -0.74506617  0.26583242 -0.50908715  0.06841183
  0.19880962  0.03400624  0.46849978  0.31237006]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
8,16,8,1,1,1,0,5951.571428571428,[ 0.5256736 -1.0911683  1.0910043],"[-0.20122021  0.29477227  0.08783245 -0.5316455   0.15379119 -0.24751335
 -0.2179771  -0.1140334   0.08187389 -0.2627861  -0.3079176   0.31759536
 -0.23687327  0.5003315   0.3725847   0.5339668 ]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
9,16,9,1,1,1,0,5951.571428571428,[-1.4142435  0.6374629  1.1859353],"[-0.955922    0.5859444   0.57762206 -0.8435001  -0.6201062  -0.7240038
 -0.8081363  -0.65842676 -0.56614244  0.24418068 -0.56827015  0.4030546
 -0.34938133 -0.7568759   0.5751891  -0.7879957 ]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
10,16,10,1,1,1,0,5951.571428571428,[ 1.0993133  0.7121071 -2.5897331],"[-0.78848827 -0.4059422  -0.79779476 -0.7263686  -0.83003116 -0.49321872
  0.23368299 -0.51406825 -0.222328   -0.7828938  -0.71086955 -0.76628864
 -0.5623853  -0.6749793  -0.74875116 -0.7976775 ]",0.15435041,0.17868421052631578,0.80986404,0.49215344,0.19256578947368425,0.023035113,
