,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,kl,median,median_rmse,c_error,contractions,rel_contraction
0,10,0,1,1.0000000000000002e-10,1,0,55.0,244.53348429853477,"[-1.4085838e+08  2.9619245e+08 -5.0732678e+08  2.4287981e+08
 -1.1124173e+08 -8.7124672e+07  6.6746585e+06  1.4016784e+08
 -2.1680618e+08 -1.8303350e+08]",4034997000.0,0.4040789473684211,0.0,0.0
1,10,1,1,1.0000000000000002e-10,1,0,55.0,244.81689812652576,"[-1.26664248e+08 -3.42451840e+08 -1.27401648e+08  1.93904800e+08
  1.06275576e+08 -1.08582952e+08  9.36368768e+08  3.31775552e+08
 -1.28006112e+06  1.45082496e+08]",4034997000.0,0.4040789473684211,0.0,0.0
2,10,2,1,1.0000000000000002e-10,1,0,55.0,244.80529085744115,"[-1.6878891e+08  1.0246830e+08  7.7495384e+07 -2.3782419e+08
  1.5969162e+08 -2.4661224e+08  4.6529946e+08 -1.4217610e+08
  3.8820246e+08 -3.8083594e+08]",4034997000.0,0.4040789473684211,0.0,0.0
3,10,3,1,1.0000000000000002e-10,1,0,55.0,244.3960007439121,"[-2.0371790e+08 -2.3872915e+08  1.5652493e+08 -1.9509414e+08
 -6.9261936e+07 -2.6707162e+08  2.7774835e+08  7.9497488e+07
  1.0576573e+08  4.7525238e+08]",4034997000.0,0.4040789473684211,0.0,0.0
4,10,4,1,1.0000000000000002e-10,1,0,55.0,244.3592379942602,"[ 9.9248128e+07 -2.0525419e+08 -2.9445756e+07 -5.2698659e+08
 -3.3234126e+07 -1.0343110e+08  6.0287002e+08  4.3419592e+07
  2.5573552e+08  1.2063794e+08]",4034997000.0,0.4040789473684211,0.0,0.0
5,10,5,1,1.0000000000000002e-10,1,0,55.0,244.2483823808456,"[-1.3271934e+07 -3.1581020e+07 -1.8889614e+08  2.5389883e+08
  3.5116208e+08 -2.7159936e+08 -2.5945747e+08  1.5834547e+08
  1.2629438e+08  2.5946870e+08]",4034997000.0,0.4040789473684211,0.0,0.0
6,10,6,1,1.0000000000000002e-10,1,0,55.0,244.53204773531138,"[ 7.12862240e+07 -9.48574240e+07  3.37281792e+08  1.16237544e+08
 -2.83694976e+08  8.26299040e+07  4.49754240e+08 -1.38026840e+07
  2.89615808e+08  3.35782720e+08]",4034997000.0,0.4040789473684211,0.0,0.0
7,10,7,1,1.0000000000000002e-10,1,0,55.0,244.30833683499995,"[-6.2882992e+07  6.1234244e+07  2.6116246e+08  6.8964883e+08
 -1.0076235e+08  3.2529376e+08 -2.6034925e+08  2.0638952e+08
  5.5404384e+07  2.4774792e+07]",4034997000.0,0.4040789473684211,0.0,0.0
8,10,8,1,1.0000000000000002e-10,1,0,55.0,244.8677343136744,"[-1.5162402e+07 -3.4055270e+08  1.4805299e+08  3.5862611e+08
  1.9434973e+08  1.6343422e+08 -3.5385200e+08 -1.2431576e+08
 -4.9407020e+07  1.6886928e+08]",4034997000.0,0.4040789473684211,0.0,0.0
9,10,9,1,1.0000000000000002e-10,1,0,55.0,244.6895347563349,"[-3.0306035e+08  2.1069098e+08  2.1118928e+08 -1.9456614e+08
 -1.2482851e+08 -1.8353517e+08  4.4239096e+07 -1.9844602e+08
  3.5422528e+08  2.6599912e+08]",4034997000.0,0.4040789473684211,0.0,0.0
