,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,median_global,median_local,rmse_global,c_error_global,contractions_global,rmse_local,c_error_local,contractions_local
0,16,0,1,1,1,0,4521.0,[-0.82089466 -0.93124634 -0.05199745],"[-0.45289958  0.5322     -0.6657845  -0.4702518   0.01846552 -0.2856543
 -0.7058186  -0.1464687  -0.5038707  -0.79659283 -0.6437086  -0.50340205
 -0.65852106  0.0363977  -0.79965645  0.18292713]",0.20011663,0.24333333333333332,0.78205544,0.3517437,0.20250000000000004,0.33303538
1,16,1,1,1,1,0,4521.0,[ 2.1881123   0.15658253 -0.33943406],"[ 0.5256587   0.1538539   0.61112475  0.65860784 -0.43308872 -0.74378204
 -0.13074714  0.6906229   0.12782812  0.5076884   0.4671222  -0.17362118
  0.15370321 -0.41746306  0.05912459  0.8925253 ]",0.20011663,0.24333333333333332,0.78205544,0.3517437,0.20250000000000004,0.33303538
2,16,2,1,1,1,0,4521.0,[-1.7279142 -3.2656767  4.108576 ],"[ 0.9520693   0.98532856 -0.99321514 -0.960779    0.997488    0.48539472
  0.04936898  0.8906176   0.98501873  0.9525728  -0.98117447  0.9973388
 -0.7589785  -0.974446   -0.9930771   0.99637115]",0.20011663,0.24333333333333332,0.78205544,0.3517437,0.20250000000000004,0.33303538
3,16,3,1,1,1,0,4521.0,[1.3617398  1.5238047  0.28650746],"[ 0.15603888 -0.77255505  0.39970005 -0.84697324 -0.351959    0.6362972
  0.44726968  0.93261695  0.70232236 -0.0061934   0.37348616  0.62283635
 -0.5715437   0.9919542  -0.48243618 -0.175722  ]",0.20011663,0.24333333333333332,0.78205544,0.3517437,0.20250000000000004,0.33303538
4,16,4,1,1,1,0,4521.0,[-2.0242593  -0.949602    0.37428352],"[ 0.08106506 -0.53629863 -0.05919087 -0.5540503  -0.52232313 -0.37235558
 -0.15177709  0.17329395 -0.49295318  0.6965412  -0.891669    0.7390344
 -0.4874249  -0.589067   -0.17704463 -0.81945574]",0.20011663,0.24333333333333332,0.78205544,0.3517437,0.20250000000000004,0.33303538
5,16,5,1,1,1,0,4521.0,[2.9408958 1.3321614 3.2291873],"[ 0.8370812   0.99552727  0.9976063   0.67666984 -0.64071006  0.9456489
  0.81991696  0.9977757   0.9955648   0.9990547   0.6639875   0.9988313
  0.99825275  0.31026638  0.93397546 -0.60398376]",0.20011663,0.24333333333333332,0.78205544,0.3517437,0.20250000000000004,0.33303538
6,16,6,1,1,1,0,4521.0,[ 0.0316661  -0.40932235 -0.44683647],"[ 0.22806096  0.12447584 -0.47676158  0.56339157  0.7134799  -0.30097878
  0.17206907 -0.2814138   0.08479214  0.2975874  -0.01183814  0.01031172
 -0.7006147   0.1325264  -0.16252112  0.18704438]",0.20011663,0.24333333333333332,0.78205544,0.3517437,0.20250000000000004,0.33303538
7,16,7,1,1,1,0,4521.0,[-1.1622393  -0.31816494 -0.05350204],"[-0.75451875 -0.39701456  0.705454    0.53095853 -0.6992897   0.14190483
  0.14552426  0.29335034 -0.3358227  -0.88309777  0.4219594  -0.18100357
  0.3067571   0.44205523 -0.07133138 -0.4938892 ]",0.20011663,0.24333333333333332,0.78205544,0.3517437,0.20250000000000004,0.33303538
8,16,8,1,1,1,0,4521.0,[-2.285528   -0.27150187  1.0648878 ],"[-0.8407818  -0.927543   -0.9565584   0.16127944  0.78664005 -0.47234708
 -0.6872291  -0.8600455   0.4751438  -0.44500023  0.53155196  0.72332096
  0.01620173  0.2216965  -0.5697497   0.52550197]",0.20011663,0.24333333333333332,0.78205544,0.3517437,0.20250000000000004,0.33303538
9,16,9,1,1,1,0,4521.0,[-0.7187037  -0.6057933  -0.17273623],"[ 0.20565319 -0.5724918  -0.08004349  0.57442045 -0.42663187 -0.318466
 -0.69169474 -0.44496363 -0.64351356 -0.31058866 -0.05441028 -0.15119296
  0.3247807  -0.48721683 -0.57091737 -0.6304604 ]",0.20011663,0.24333333333333332,0.78205544,0.3517437,0.20250000000000004,0.33303538
