
The following have been reloaded with a version change:
  1) linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-h6soa57 => linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-w7ngxar
  2) linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-cqof5qs => linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-c5gajon

WARNING:bayesflow:When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use
with torch.enable_grad():
in contexts where you need gradients (e.g. custom training loops).
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 4 Model: 4 mini_batch
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
Moving prior to device: cpu
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|        time_embedding.0.scale        |     1      |
|       time_embedding.1.weight        |     64     |
|        time_embedding.1.bias         |     8      |
|   blocks.res_blocks.0.dense.weight   |    7168    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    7168    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 280403
gaussian_flat4_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 15.6312, Valid Loss: 12.9986
Epoch 2/1000, Loss: 15.0462, Valid Loss: 17.4088
Epoch 3/1000, Loss: 14.3716, Valid Loss: 13.6882
Epoch 4/1000, Loss: 14.3039, Valid Loss: 15.1821
Epoch 5/1000, Loss: 14.6823, Valid Loss: 17.5490
Epoch 6/1000, Loss: 14.1863, Valid Loss: 14.8162
Epoch 7/1000, Loss: 15.8197, Valid Loss: 12.3960
Epoch 8/1000, Loss: 15.2738, Valid Loss: 15.1107
Epoch 9/1000, Loss: 15.8787, Valid Loss: 15.3118
Epoch 10/1000, Loss: 14.5694, Valid Loss: 19.1563
Epoch 11/1000, Loss: 15.3824, Valid Loss: 14.5168
Epoch 12/1000, Loss: 14.5870, Valid Loss: 12.3744
Epoch 13/1000, Loss: 14.3849, Valid Loss: 17.1520
Epoch 14/1000, Loss: 15.0742, Valid Loss: 13.7702
Epoch 15/1000, Loss: 15.6325, Valid Loss: 14.7076
Epoch 16/1000, Loss: 14.8118, Valid Loss: 15.2885
Epoch 17/1000, Loss: 14.5539, Valid Loss: 12.8092
Epoch 18/1000, Loss: 14.7413, Valid Loss: 17.6113
Epoch 19/1000, Loss: 14.6037, Valid Loss: 15.8200
Epoch 20/1000, Loss: 14.7100, Valid Loss: 13.8919
Epoch 21/1000, Loss: 14.6582, Valid Loss: 11.7266
Epoch 22/1000, Loss: 14.5729, Valid Loss: 18.2233
Epoch 23/1000, Loss: 14.8114, Valid Loss: 13.5550
Epoch 24/1000, Loss: 14.3711, Valid Loss: 14.8602
Epoch 25/1000, Loss: 15.3386, Valid Loss: 14.1300
Epoch 26/1000, Loss: 14.6599, Valid Loss: 15.1688
Epoch 27/1000, Loss: 14.3955, Valid Loss: 15.5507
Epoch 28/1000, Loss: 15.5042, Valid Loss: 15.3859
Epoch 29/1000, Loss: 15.3060, Valid Loss: 16.1295
Epoch 30/1000, Loss: 16.6462, Valid Loss: 13.1006
Epoch 31/1000, Loss: 14.9859, Valid Loss: 13.6608
Epoch 32/1000, Loss: 15.0833, Valid Loss: 15.7656
Epoch 33/1000, Loss: 14.7105, Valid Loss: 17.1335
Epoch 34/1000, Loss: 14.2331, Valid Loss: 13.2868
Epoch 35/1000, Loss: 15.2620, Valid Loss: 16.2765
Epoch 36/1000, Loss: 14.4966, Valid Loss: 15.4056
Epoch 37/1000, Loss: 15.3884, Valid Loss: 14.2776
Epoch 38/1000, Loss: 14.3142, Valid Loss: 13.5693
Epoch 39/1000, Loss: 15.1286, Valid Loss: 15.8910
Epoch 40/1000, Loss: 16.1428, Valid Loss: 13.4961
Epoch 41/1000, Loss: 15.0870, Valid Loss: 12.9171
Epoch 42/1000, Loss: 15.1579, Valid Loss: 14.1592
Epoch 43/1000, Loss: 15.4505, Valid Loss: 13.2950
Epoch 44/1000, Loss: 16.6576, Valid Loss: 15.5750
Epoch 45/1000, Loss: 15.9799, Valid Loss: 13.8119
Epoch 46/1000, Loss: 14.7984, Valid Loss: 16.2807
Epoch 47/1000, Loss: 14.2549, Valid Loss: 13.3516
Epoch 48/1000, Loss: 14.7599, Valid Loss: 13.8576
Epoch 49/1000, Loss: 14.6318, Valid Loss: 16.7841
Epoch 50/1000, Loss: 14.7164, Valid Loss: 16.1844
Epoch 51/1000, Loss: 14.5835, Valid Loss: 17.5611
Epoch 52/1000, Loss: 14.5637, Valid Loss: 15.5810
Epoch 53/1000, Loss: 14.9190, Valid Loss: 14.0524
Epoch 54/1000, Loss: 15.3281, Valid Loss: 16.3111
Epoch 55/1000, Loss: 14.0268, Valid Loss: 14.8081
Epoch 56/1000, Loss: 15.0223, Valid Loss: 14.3507
Epoch 57/1000, Loss: 15.1647, Valid Loss: 13.1725
Epoch 58/1000, Loss: 16.0963, Valid Loss: 12.7426
Epoch 59/1000, Loss: 14.8984, Valid Loss: 13.5252
Epoch 60/1000, Loss: 14.5927, Valid Loss: 17.4390
Epoch 61/1000, Loss: 15.4497, Valid Loss: 14.4048
Epoch 62/1000, Loss: 14.9655, Valid Loss: 15.6205
Epoch 63/1000, Loss: 14.7095, Valid Loss: 16.2252
Epoch 64/1000, Loss: 15.9794, Valid Loss: 13.1827
Epoch 65/1000, Loss: 15.3084, Valid Loss: 12.7840
Epoch 66/1000, Loss: 15.1662, Valid Loss: 14.8230
Epoch 67/1000, Loss: 15.1252, Valid Loss: 14.5391
Epoch 68/1000, Loss: 14.7142, Valid Loss: 14.3035
Epoch 69/1000, Loss: 14.6493, Valid Loss: 12.0924
Epoch 70/1000, Loss: 16.1462, Valid Loss: 13.1725
Epoch 71/1000, Loss: 14.8098, Valid Loss: 13.6964
Epoch 72/1000, Loss: 15.0990, Valid Loss: 16.6140
Epoch 73/1000, Loss: 15.4901, Valid Loss: 14.1507
Epoch 74/1000, Loss: 14.8477, Valid Loss: 17.6760
Epoch 75/1000, Loss: 15.0282, Valid Loss: 12.8690
Epoch 76/1000, Loss: 14.1407, Valid Loss: 17.4186
Epoch 77/1000, Loss: 15.2294, Valid Loss: 13.3635
Epoch 78/1000, Loss: 14.3100, Valid Loss: 13.4328
Epoch 79/1000, Loss: 14.0586, Valid Loss: 14.3909
Epoch 80/1000, Loss: 15.2530, Valid Loss: 16.1959
Epoch 81/1000, Loss: 14.7914, Valid Loss: 11.3614
Epoch 82/1000, Loss: 15.5486, Valid Loss: 12.9082
Epoch 83/1000, Loss: 14.6037, Valid Loss: 15.1909
Epoch 84/1000, Loss: 14.8563, Valid Loss: 17.2403
Epoch 85/1000, Loss: 14.7977, Valid Loss: 15.9188
Epoch 86/1000, Loss: 15.9747, Valid Loss: 12.2144
Epoch 87/1000, Loss: 15.5751, Valid Loss: 18.1837
Epoch 88/1000, Loss: 14.9355, Valid Loss: 14.3945
Epoch 89/1000, Loss: 14.8277, Valid Loss: 13.2272
Epoch 90/1000, Loss: 14.9177, Valid Loss: 14.9750
Epoch 91/1000, Loss: 15.4414, Valid Loss: 18.4539
Epoch 92/1000, Loss: 14.4084, Valid Loss: 16.7360
Epoch 93/1000, Loss: 14.8633, Valid Loss: 15.7553
Epoch 94/1000, Loss: 16.2346, Valid Loss: 13.6226
Epoch 95/1000, Loss: 16.1912, Valid Loss: 12.9099
Epoch 96/1000, Loss: 15.1365, Valid Loss: 13.9502
Epoch 97/1000, Loss: 14.7421, Valid Loss: 12.6661
Epoch 98/1000, Loss: 15.0737, Valid Loss: 16.3314
Epoch 99/1000, Loss: 15.0607, Valid Loss: 14.3728
Epoch 100/1000, Loss: 15.0220, Valid Loss: 13.8795
Epoch 101/1000, Loss: 14.0596, Valid Loss: 16.5913
Epoch 102/1000, Loss: 14.6778, Valid Loss: 15.6444
Epoch 103/1000, Loss: 15.3913, Valid Loss: 13.2081
Epoch 104/1000, Loss: 15.0051, Valid Loss: 23.3104
Epoch 105/1000, Loss: 14.7810, Valid Loss: 15.2932
Epoch 106/1000, Loss: 14.4200, Valid Loss: 12.0521
Epoch 107/1000, Loss: 15.1532, Valid Loss: 12.8888
Epoch 108/1000, Loss: 15.8105, Valid Loss: 18.8619
Epoch 109/1000, Loss: 16.5248, Valid Loss: 14.3942
Epoch 110/1000, Loss: 15.8585, Valid Loss: 14.7443
Epoch 111/1000, Loss: 15.4972, Valid Loss: 15.2501
Epoch 112/1000, Loss: 15.2232, Valid Loss: 11.9855
Epoch 113/1000, Loss: 14.4228, Valid Loss: 20.3201
Epoch 114/1000, Loss: 15.1199, Valid Loss: 17.4301
Epoch 115/1000, Loss: 14.8789, Valid Loss: 12.8865
Epoch 116/1000, Loss: 15.7514, Valid Loss: 11.7498
