
The following have been reloaded with a version change:
  1) linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-h6soa57 => linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-w7ngxar
  2) linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-cqof5qs => linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-c5gajon

WARNING:bayesflow:When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use
with torch.enable_grad():
in contexts where you need gradients (e.g. custom training loops).
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 3 Model: 3 mini_batch
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
Moving prior to device: cpu
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|        time_embedding.0.scale        |     1      |
|       time_embedding.1.weight        |     64     |
|        time_embedding.1.bias         |     8      |
|   blocks.res_blocks.0.dense.weight   |    7168    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    7168    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 280403
gaussian_flat3_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 16.0134, Valid Loss: 19.6901
Epoch 2/1000, Loss: 15.0625, Valid Loss: 15.1579
Epoch 3/1000, Loss: 15.2328, Valid Loss: 13.4340
Epoch 4/1000, Loss: 14.7780, Valid Loss: 12.8647
Epoch 5/1000, Loss: 14.9171, Valid Loss: 14.5277
Epoch 6/1000, Loss: 15.1040, Valid Loss: 16.9298
Epoch 7/1000, Loss: 15.0108, Valid Loss: 14.8779
Epoch 8/1000, Loss: 14.7257, Valid Loss: 13.2805
Epoch 9/1000, Loss: 14.7512, Valid Loss: 14.3302
Epoch 10/1000, Loss: 16.6759, Valid Loss: 14.0175
Epoch 11/1000, Loss: 15.2261, Valid Loss: 16.1496
Epoch 12/1000, Loss: 14.1804, Valid Loss: 16.2156
Epoch 13/1000, Loss: 15.8245, Valid Loss: 13.9110
Epoch 14/1000, Loss: 15.2036, Valid Loss: 14.1399
Epoch 15/1000, Loss: 14.9844, Valid Loss: 16.5322
Epoch 16/1000, Loss: 14.6127, Valid Loss: 16.8511
Epoch 17/1000, Loss: 15.4140, Valid Loss: 15.7649
Epoch 18/1000, Loss: 15.6022, Valid Loss: 13.0005
Epoch 19/1000, Loss: 14.1566, Valid Loss: 10.6157
Epoch 20/1000, Loss: 14.8879, Valid Loss: 17.9292
Epoch 21/1000, Loss: 15.3451, Valid Loss: 12.9387
Epoch 22/1000, Loss: 14.5668, Valid Loss: 17.7725
Epoch 23/1000, Loss: 14.8637, Valid Loss: 18.0393
Epoch 24/1000, Loss: 14.4151, Valid Loss: 13.5676
Epoch 25/1000, Loss: 15.6179, Valid Loss: 15.4464
Epoch 26/1000, Loss: 14.7895, Valid Loss: 16.1434
Epoch 27/1000, Loss: 14.8670, Valid Loss: 16.5321
Epoch 28/1000, Loss: 15.0904, Valid Loss: 14.4592
Epoch 29/1000, Loss: 14.4739, Valid Loss: 13.4309
Epoch 30/1000, Loss: 15.0282, Valid Loss: 14.1644
Epoch 31/1000, Loss: 14.0520, Valid Loss: 18.8826
Epoch 32/1000, Loss: 15.4116, Valid Loss: 14.5729
Epoch 33/1000, Loss: 15.5268, Valid Loss: 16.4066
Epoch 34/1000, Loss: 14.6365, Valid Loss: 17.5293
Epoch 35/1000, Loss: 15.1198, Valid Loss: 15.8984
Epoch 36/1000, Loss: 14.3004, Valid Loss: 12.3172
Epoch 37/1000, Loss: 15.0081, Valid Loss: 16.9914
Epoch 38/1000, Loss: 14.8161, Valid Loss: 15.3083
Epoch 39/1000, Loss: 14.9860, Valid Loss: 15.9040
Epoch 40/1000, Loss: 15.7903, Valid Loss: 14.3740
Epoch 41/1000, Loss: 16.2113, Valid Loss: 15.2243
Epoch 42/1000, Loss: 15.2636, Valid Loss: 12.5988
Epoch 43/1000, Loss: 14.5131, Valid Loss: 14.8237
Epoch 44/1000, Loss: 14.6719, Valid Loss: 12.6414
Epoch 45/1000, Loss: 14.9213, Valid Loss: 15.1107
Epoch 46/1000, Loss: 15.0442, Valid Loss: 20.0773
Epoch 47/1000, Loss: 14.4558, Valid Loss: 12.8750
Epoch 48/1000, Loss: 14.9512, Valid Loss: 15.0946
Epoch 49/1000, Loss: 15.1724, Valid Loss: 14.6414
Epoch 50/1000, Loss: 15.9887, Valid Loss: 12.0807
Epoch 51/1000, Loss: 15.4768, Valid Loss: 15.9929
Epoch 52/1000, Loss: 14.5887, Valid Loss: 16.4155
Epoch 53/1000, Loss: 14.6448, Valid Loss: 12.2055
Epoch 54/1000, Loss: 15.6158, Valid Loss: 16.6761
Epoch 55/1000, Loss: 14.1124, Valid Loss: 18.6433
Epoch 56/1000, Loss: 14.5552, Valid Loss: 12.6212
Epoch 57/1000, Loss: 14.9835, Valid Loss: 12.8107
Epoch 58/1000, Loss: 14.7055, Valid Loss: 13.7371
Epoch 59/1000, Loss: 14.8079, Valid Loss: 13.4809
Epoch 60/1000, Loss: 14.8836, Valid Loss: 14.2111
Epoch 61/1000, Loss: 14.4493, Valid Loss: 18.5213
Epoch 62/1000, Loss: 15.7773, Valid Loss: 15.2321
Epoch 63/1000, Loss: 15.1608, Valid Loss: 12.6675
Epoch 64/1000, Loss: 15.2041, Valid Loss: 13.4502
Epoch 65/1000, Loss: 15.0827, Valid Loss: 15.9923
Epoch 66/1000, Loss: 14.9611, Valid Loss: 11.8409
Epoch 67/1000, Loss: 14.5520, Valid Loss: 13.5081
Epoch 68/1000, Loss: 15.2614, Valid Loss: 14.1835
Epoch 69/1000, Loss: 14.5903, Valid Loss: 12.6986
Epoch 70/1000, Loss: 16.4961, Valid Loss: 17.9605
Epoch 71/1000, Loss: 14.2603, Valid Loss: 13.7030
Epoch 72/1000, Loss: 14.5193, Valid Loss: 12.5961
Epoch 73/1000, Loss: 14.7958, Valid Loss: 12.6579
Epoch 74/1000, Loss: 15.4233, Valid Loss: 14.2469
Epoch 75/1000, Loss: 14.8844, Valid Loss: 14.2653
Epoch 76/1000, Loss: 14.6905, Valid Loss: 14.6902
Epoch 77/1000, Loss: 14.5577, Valid Loss: 13.5150
Epoch 78/1000, Loss: 14.8441, Valid Loss: 13.5527
Epoch 79/1000, Loss: 14.6078, Valid Loss: 16.4577
Epoch 80/1000, Loss: 15.9666, Valid Loss: 14.7414
Epoch 81/1000, Loss: 14.8284, Valid Loss: 14.7255
Epoch 82/1000, Loss: 15.2743, Valid Loss: 15.7493
Epoch 83/1000, Loss: 14.6395, Valid Loss: 14.4870
Epoch 84/1000, Loss: 15.2511, Valid Loss: 13.8966
Epoch 85/1000, Loss: 15.1924, Valid Loss: 15.7551
Epoch 86/1000, Loss: 14.6904, Valid Loss: 14.1971
Epoch 87/1000, Loss: 15.4158, Valid Loss: 14.4273
Epoch 88/1000, Loss: 15.0248, Valid Loss: 14.3222
Epoch 89/1000, Loss: 15.1056, Valid Loss: 18.8087
Epoch 90/1000, Loss: 15.4576, Valid Loss: 14.3173
Epoch 91/1000, Loss: 16.0718, Valid Loss: 14.7308
Epoch 92/1000, Loss: 14.3321, Valid Loss: 13.1192
Epoch 93/1000, Loss: 14.4118, Valid Loss: 12.7731
Epoch 94/1000, Loss: 15.7115, Valid Loss: 15.7632
Epoch 95/1000, Loss: 15.2638, Valid Loss: 14.3507
Epoch 96/1000, Loss: 15.0130, Valid Loss: 12.5887
Epoch 97/1000, Loss: 15.1019, Valid Loss: 21.7237
Epoch 98/1000, Loss: 15.0298, Valid Loss: 16.8164
Epoch 99/1000, Loss: 14.8558, Valid Loss: 11.3630
Epoch 100/1000, Loss: 14.3428, Valid Loss: 15.1383
Epoch 101/1000, Loss: 15.1417, Valid Loss: 12.7181
Epoch 102/1000, Loss: 14.3273, Valid Loss: 13.6901
Epoch 103/1000, Loss: 15.9872, Valid Loss: 14.0157
Epoch 104/1000, Loss: 14.2605, Valid Loss: 13.4796
Epoch 105/1000, Loss: 14.2917, Valid Loss: 15.2131
Epoch 106/1000, Loss: 14.9535, Valid Loss: 14.6287
Epoch 107/1000, Loss: 14.9399, Valid Loss: 14.4319
Epoch 108/1000, Loss: 14.1998, Valid Loss: 16.8291
Epoch 109/1000, Loss: 15.5439, Valid Loss: 13.2223
Epoch 110/1000, Loss: 14.8051, Valid Loss: 13.4306
Epoch 111/1000, Loss: 15.7365, Valid Loss: 12.3804
Epoch 112/1000, Loss: 13.9611, Valid Loss: 14.4736
Epoch 113/1000, Loss: 15.2345, Valid Loss: 14.7300
Epoch 114/1000, Loss: 14.9847, Valid Loss: 12.8962
Epoch 115/1000, Loss: 15.0283, Valid Loss: 17.7505
Epoch 116/1000, Loss: 14.2214, Valid Loss: 15.4848
