WARNING:bayesflow:
When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use

with torch.enable_grad():
    ...

in contexts where you need gradients (e.g. custom training loops).
/home/jarruda_hpc/.conda/envs/habi/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jarruda_hpc/.conda/envs/habi/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 9 Model: 9 mini_batch
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|   blocks.res_blocks.0.dense.weight   |    5376    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    5376    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 276746
gaussian_flat9_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 16.6120, Valid Loss: 15.0244
Epoch 2/1000, Loss: 14.5940, Valid Loss: 13.0460
Epoch 3/1000, Loss: 15.1036, Valid Loss: 13.9644
Epoch 4/1000, Loss: 14.5876, Valid Loss: 21.3411
Epoch 5/1000, Loss: 15.0405, Valid Loss: 13.1689
Epoch 6/1000, Loss: 14.7925, Valid Loss: 14.3146
Epoch 7/1000, Loss: 15.0808, Valid Loss: 12.3179
Epoch 8/1000, Loss: 14.7644, Valid Loss: 18.0739
Epoch 9/1000, Loss: 15.3751, Valid Loss: 14.6061
Epoch 10/1000, Loss: 15.0341, Valid Loss: 13.4988
Epoch 11/1000, Loss: 14.6442, Valid Loss: 12.3786
Epoch 12/1000, Loss: 15.1386, Valid Loss: 14.2077
Epoch 13/1000, Loss: 14.3349, Valid Loss: 13.5910
Epoch 14/1000, Loss: 14.5177, Valid Loss: 16.6345
Epoch 15/1000, Loss: 14.7919, Valid Loss: 12.9372
Epoch 16/1000, Loss: 14.8980, Valid Loss: 15.5592
Epoch 17/1000, Loss: 14.3084, Valid Loss: 14.7353
Epoch 18/1000, Loss: 14.2425, Valid Loss: 15.0947
Epoch 19/1000, Loss: 16.5269, Valid Loss: 19.8521
Epoch 20/1000, Loss: 15.4580, Valid Loss: 12.0956
Epoch 21/1000, Loss: 14.7952, Valid Loss: 14.9438
Epoch 22/1000, Loss: 14.7846, Valid Loss: 17.4662
Epoch 23/1000, Loss: 14.6239, Valid Loss: 16.1393
Epoch 24/1000, Loss: 14.4360, Valid Loss: 13.0307
Epoch 25/1000, Loss: 14.9580, Valid Loss: 18.0275
Epoch 26/1000, Loss: 15.0525, Valid Loss: 18.5592
Epoch 27/1000, Loss: 15.3276, Valid Loss: 11.6246
Epoch 28/1000, Loss: 14.2985, Valid Loss: 20.5491
Epoch 29/1000, Loss: 15.2245, Valid Loss: 13.2993
Epoch 30/1000, Loss: 15.2363, Valid Loss: 17.5097
Epoch 31/1000, Loss: 14.9667, Valid Loss: 14.3049
Epoch 32/1000, Loss: 14.5245, Valid Loss: 13.4911
Epoch 33/1000, Loss: 15.9954, Valid Loss: 15.6429
Epoch 34/1000, Loss: 16.0387, Valid Loss: 13.1030
Epoch 35/1000, Loss: 14.1849, Valid Loss: 17.6002
Epoch 36/1000, Loss: 15.6186, Valid Loss: 17.4906
Epoch 100/1000, Loss: 14.5467, Valid Loss: 12.0228
Epoch 101/1000, Loss: 14.6501, Valid Loss: 13.0177
Epoch 102/1000, Loss: 14.3825, Valid Loss: 14.7610
Epoch 103/1000, Loss: 14.3838, Valid Loss: 14.4409
Epoch 104/1000, Loss: 15.2600, Valid Loss: 12.7785
Epoch 105/1000, Loss: 14.3308, Valid Loss: 15.0942
Epoch 106/1000, Loss: 14.0115, Valid Loss: 12.8524
Epoch 107/1000, Loss: 13.9768, Valid Loss: 16.1844
Epoch 108/1000, Loss: 14.7465, Valid Loss: 14.5503
Epoch 109/1000, Loss: 14.6725, Valid Loss: 13.2016
Epoch 110/1000, Loss: 15.5254, Valid Loss: 15.0486
Epoch 111/1000, Loss: 14.1396, Valid Loss: 15.2867
Epoch 112/1000, Loss: 13.8305, Valid Loss: 11.6487
Epoch 113/1000, Loss: 14.5055, Valid Loss: 13.3363
Epoch 114/1000, Loss: 15.1179, Valid Loss: 13.8633
Epoch 115/1000, Loss: 14.4795, Valid Loss: 14.8130
Epoch 116/1000, Loss: 15.0672, Valid Loss: 11.9180
Epoch 117/1000, Loss: 14.5319, Valid Loss: 16.2606
Epoch 118/1000, Loss: 15.0689, Valid Loss: 15.0988
Epoch 119/1000, Loss: 13.5739, Valid Loss: 11.7228
Epoch 120/1000, Loss: 14.4235, Valid Loss: 12.4898
Epoch 121/1000, Loss: 13.7415, Valid Loss: 15.2636
Epoch 122/1000, Loss: 14.7157, Valid Loss: 15.0194
Epoch 123/1000, Loss: 13.8785, Valid Loss: 13.2069
Epoch 124/1000, Loss: 14.4300, Valid Loss: 12.9965
Epoch 125/1000, Loss: 14.9965, Valid Loss: 14.2459
Epoch 126/1000, Loss: 15.6266, Valid Loss: 16.2114
Epoch 127/1000, Loss: 14.1344, Valid Loss: 13.1693
Epoch 128/1000, Loss: 14.2290, Valid Loss: 13.1883
Epoch 129/1000, Loss: 15.7108, Valid Loss: 20.0309
Epoch 130/1000, Loss: 14.9354, Valid Loss: 14.1457
Epoch 131/1000, Loss: 15.6227, Valid Loss: 13.3629
Epoch 132/1000, Loss: 14.1112, Valid Loss: 12.2879
Epoch 133/1000, Loss: 14.1830, Valid Loss: 12.4380
Epoch 134/1000, Loss: 13.8201, Valid Loss: 14.9622
Epoch 135/1000, Loss: 14.7258, Valid Loss: 16.6317
Epoch 136/1000, Loss: 13.8499, Valid Loss: 12.7868
Epoch 137/1000, Loss: 13.9965, Valid Loss: 13.2639
Epoch 138/1000, Loss: 15.1028, Valid Loss: 12.8530
Epoch 139/1000, Loss: 14.7952, Valid Loss: 14.0260
Epoch 140/1000, Loss: 14.6450, Valid Loss: 15.0238
Epoch 141/1000, Loss: 15.2727, Valid Loss: 12.3808
Epoch 142/1000, Loss: 13.6954, Valid Loss: 13.9642
Epoch 143/1000, Loss: 13.8847, Valid Loss: 13.3202
Epoch 144/1000, Loss: 13.8691, Valid Loss: 15.4044
Epoch 145/1000, Loss: 14.3927, Valid Loss: 14.9993
Epoch 146/1000, Loss: 14.4422, Valid Loss: 16.4649
Epoch 147/1000, Loss: 14.0348, Valid Loss: 17.2309
Epoch 148/1000, Loss: 13.9098, Valid Loss: 11.0062
Epoch 149/1000, Loss: 14.1625, Valid Loss: 14.8862
Epoch 150/1000, Loss: 14.4292, Valid Loss: 14.3762
Epoch 151/1000, Loss: 13.9332, Valid Loss: 14.4687
Epoch 152/1000, Loss: 14.1152, Valid Loss: 14.5144
Epoch 153/1000, Loss: 15.8268, Valid Loss: 13.0649
Epoch 154/1000, Loss: 14.8659, Valid Loss: 15.4303
Epoch 155/1000, Loss: 14.8905, Valid Loss: 12.1250
Epoch 156/1000, Loss: 15.4581, Valid Loss: 13.6004
Epoch 157/1000, Loss: 14.4854, Valid Loss: 12.5688
Epoch 158/1000, Loss: 14.6742, Valid Loss: 15.5142
Epoch 159/1000, Loss: 15.2004, Valid Loss: 11.8988
Epoch 160/1000, Loss: 14.0963, Valid Loss: 12.5201
Epoch 161/1000, Loss: 14.8870, Valid Loss: 15.8247
Epoch 162/1000, Loss: 15.7852, Valid Loss: 15.7569
Epoch 163/1000, Loss: 15.5218, Valid Loss: 14.1966
Epoch 164/1000, Loss: 15.1851, Valid Loss: 12.4119
Epoch 165/1000, Loss: 14.2969, Valid Loss: 16.0341
Epoch 166/1000, Loss: 14.2840, Valid Loss: 12.6039
Epoch 167/1000, Loss: 14.6607, Valid Loss: 18.7364
Epoch 168/1000, Loss: 15.2615, Valid Loss: 15.1745
Epoch 169/1000, Loss: 14.7259, Valid Loss: 11.8951
Epoch 170/1000, Loss: 13.9901, Valid Loss: 17.1458
Epoch 171/1000, Loss: 13.8599, Valid Loss: 15.4310
Epoch 172/1000, Loss: 14.7961, Valid Loss: 12.2633
Epoch 173/1000, Loss: 14.7005, Valid Loss: 13.2106
Epoch 174/1000, Loss: 14.2315, Valid Loss: 13.0769
Epoch 175/1000, Loss: 13.9646, Valid Loss: 13.3594
Epoch 176/1000, Loss: 14.3888, Valid Loss: 15.5413
Epoch 177/1000, Loss: 13.9015, Valid Loss: 16.9956
Epoch 178/1000, Loss: 14.9036, Valid Loss: 14.5575
Epoch 179/1000, Loss: 15.7865, Valid Loss: 17.3189
Epoch 180/1000, Loss: 14.6743, Valid Loss: 14.8492
Epoch 181/1000, Loss: 15.3383, Valid Loss: 11.9975
Epoch 182/1000, Loss: 14.3789, Valid Loss: 12.2345
Epoch 183/1000, Loss: 13.9256, Valid Loss: 16.7127
Epoch 184/1000, Loss: 14.3851, Valid Loss: 13.6818
Epoch 185/1000, Loss: 13.8512, Valid Loss: 17.2996
Epoch 186/1000, Loss: 14.5288, Valid Loss: 14.0381
Epoch 187/1000, Loss: 14.4082, Valid Loss: 15.5666
Epoch 188/1000, Loss: 14.3582, Valid Loss: 11.5277
Epoch 189/1000, Loss: 14.8594, Valid Loss: 13.8114
Epoch 190/1000, Loss: 14.2861, Valid Loss: 11.2707
Epoch 191/1000, Loss: 14.6411, Valid Loss: 10.2186
Epoch 192/1000, Loss: 14.2826, Valid Loss: 15.3400
Epoch 193/1000, Loss: 15.0271, Valid Loss: 13.0616
Epoch 194/1000, Loss: 13.9293, Valid Loss: 14.1321
Epoch 195/1000, Loss: 14.1227, Valid Loss: 13.2245
Epoch 196/1000, Loss: 14.5091, Valid Loss: 13.4186
Epoch 197/1000, Loss: 14.0379, Valid Loss: 13.2612
Epoch 198/1000, Loss: 14.2232, Valid Loss: 12.3957
Epoch 199/1000, Loss: 14.9402, Valid Loss: 14.6414
Epoch 200/1000, Loss: 14.3298, Valid Loss: 16.7780
Epoch 201/1000, Loss: 16.5649, Valid Loss: 13.6196
Epoch 202/1000, Loss: 14.7921, Valid Loss: 15.8346
Epoch 203/1000, Loss: 14.6810, Valid Loss: 12.5272
Epoch 204/1000, Loss: 15.2643, Valid Loss: 16.3937
Epoch 205/1000, Loss: 14.4321, Valid Loss: 13.8255
Epoch 206/1000, Loss: 13.9544, Valid Loss: 15.4127
Epoch 207/1000, Loss: 14.4640, Valid Loss: 14.7847
Epoch 208/1000, Loss: 14.4055, Valid Loss: 14.7866
Epoch 209/1000, Loss: 14.0795, Valid Loss: 12.7681
Epoch 210/1000, Loss: 14.4124, Valid Loss: 16.7778
Epoch 211/1000, Loss: 14.4034, Valid Loss: 13.2806
Epoch 212/1000, Loss: 14.5145, Valid Loss: 16.1693
Epoch 213/1000, Loss: 14.6898, Valid Loss: 12.4121
Epoch 214/1000, Loss: 13.9509, Valid Loss: 14.3138
Epoch 215/1000, Loss: 15.8093, Valid Loss: 12.9407
Epoch 216/1000, Loss: 14.6946, Valid Loss: 15.1668
Epoch 217/1000, Loss: 14.8097, Valid Loss: 13.0980
Epoch 218/1000, Loss: 14.9266, Valid Loss: 13.6865
Epoch 219/1000, Loss: 14.8206, Valid Loss: 13.0073
Epoch 220/1000, Loss: 14.8060, Valid Loss: 15.0356
Epoch 221/1000, Loss: 14.6807, Valid Loss: 13.9424
Epoch 222/1000, Loss: 15.5887, Valid Loss: 17.8816
Epoch 223/1000, Loss: 13.9457, Valid Loss: 12.1687
Epoch 224/1000, Loss: 14.0310, Valid Loss: 16.5956
Epoch 225/1000, Loss: 15.1593, Valid Loss: 13.1848
Epoch 226/1000, Loss: 13.9595, Valid Loss: 12.3936
Epoch 227/1000, Loss: 14.3465, Valid Loss: 15.5082
Epoch 228/1000, Loss: 13.7783, Valid Loss: 14.1059
Epoch 229/1000, Loss: 14.1926, Valid Loss: 12.8383
Epoch 230/1000, Loss: 15.3846, Valid Loss: 13.6827
Epoch 231/1000, Loss: 13.9254, Valid Loss: 11.3091
Epoch 232/1000, Loss: 13.8131, Valid Loss: 14.0996
Epoch 233/1000, Loss: 14.2926, Valid Loss: 16.0078
Epoch 234/1000, Loss: 14.2203, Valid Loss: 16.0194
Epoch 235/1000, Loss: 15.4068, Valid Loss: 15.3440
Epoch 236/1000, Loss: 15.0256, Valid Loss: 14.6801
Epoch 237/1000, Loss: 14.4828, Valid Loss: 12.5808
Epoch 238/1000, Loss: 13.7619, Valid Loss: 15.9565
Epoch 239/1000, Loss: 16.8911, Valid Loss: 15.7308
Epoch 240/1000, Loss: 14.0513, Valid Loss: 13.6056
Epoch 241/1000, Loss: 15.0833, Valid Loss: 13.1241
Epoch 242/1000, Loss: 15.7461, Valid Loss: 15.2949
Epoch 243/1000, Loss: 13.6021, Valid Loss: 24.7279
Epoch 244/1000, Loss: 14.5536, Valid Loss: 17.5537
Epoch 245/1000, Loss: 14.4527, Valid Loss: 16.0555
Epoch 246/1000, Loss: 14.5108, Valid Loss: 18.7751
Epoch 247/1000, Loss: 13.6528, Valid Loss: 21.4064
Epoch 248/1000, Loss: 14.3701, Valid Loss: 15.4906
Epoch 249/1000, Loss: 14.5765, Valid Loss: 17.3493
Epoch 250/1000, Loss: 14.6819, Valid Loss: 16.6563
Epoch 251/1000, Loss: 14.6539, Valid Loss: 13.0788
Epoch 252/1000, Loss: 14.6181, Valid Loss: 14.8209
Epoch 253/1000, Loss: 15.1519, Valid Loss: 12.8970
Epoch 254/1000, Loss: 15.0922, Valid Loss: 13.9546
Epoch 255/1000, Loss: 14.1940, Valid Loss: 13.1666
Epoch 256/1000, Loss: 14.6414, Valid Loss: 14.0170
Epoch 257/1000, Loss: 13.8250, Valid Loss: 16.1247
Epoch 258/1000, Loss: 14.4546, Valid Loss: 12.0302
Epoch 259/1000, Loss: 13.9567, Valid Loss: 12.0257
Epoch 260/1000, Loss: 14.0574, Valid Loss: 17.6528
Epoch 261/1000, Loss: 14.4556, Valid Loss: 13.5307
Epoch 262/1000, Loss: 14.0128, Valid Loss: 14.4264
Epoch 263/1000, Loss: 14.7100, Valid Loss: 14.3932
Epoch 264/1000, Loss: 14.7243, Valid Loss: 17.6003
Epoch 265/1000, Loss: 14.1876, Valid Loss: 11.5775
Epoch 266/1000, Loss: 14.2597, Valid Loss: 12.6345
Epoch 267/1000, Loss: 14.2341, Valid Loss: 14.2536
Epoch 268/1000, Loss: 15.4713, Valid Loss: 14.8856
Epoch 269/1000, Loss: 15.2045, Valid Loss: 12.5796
Epoch 270/1000, Loss: 14.7377, Valid Loss: 13.7819
Epoch 271/1000, Loss: 13.3031, Valid Loss: 12.6105
Epoch 272/1000, Loss: 13.8311, Valid Loss: 12.9820
Epoch 273/1000, Loss: 14.1841, Valid Loss: 13.4412
Epoch 274/1000, Loss: 14.4454, Valid Loss: 14.5726
Epoch 275/1000, Loss: 14.2399, Valid Loss: 14.9283
Epoch 276/1000, Loss: 15.1928, Valid Loss: 12.8550
Epoch 277/1000, Loss: 13.8052, Valid Loss: 13.3771
Epoch 278/1000, Loss: 14.2108, Valid Loss: 13.5698
Epoch 279/1000, Loss: 14.3900, Valid Loss: 13.4576
Epoch 280/1000, Loss: 15.3625, Valid Loss: 15.5066
Epoch 281/1000, Loss: 14.0259, Valid Loss: 14.6599
Epoch 282/1000, Loss: 14.6036, Valid Loss: 12.7712
Epoch 283/1000, Loss: 14.5700, Valid Loss: 13.0660
Epoch 284/1000, Loss: 14.2640, Valid Loss: 15.4191
Epoch 285/1000, Loss: 14.8180, Valid Loss: 12.3103
Epoch 286/1000, Loss: 14.6461, Valid Loss: 17.4844
Epoch 287/1000, Loss: 14.1015, Valid Loss: 14.1932
Epoch 288/1000, Loss: 14.3454, Valid Loss: 15.0168
Epoch 289/1000, Loss: 15.6903, Valid Loss: 18.5608
Epoch 290/1000, Loss: 13.8673, Valid Loss: 12.6520
Epoch 291/1000, Loss: 15.0460, Valid Loss: 11.9869
Epoch 292/1000, Loss: 13.6355, Valid Loss: 14.1066
Epoch 293/1000, Loss: 14.0307, Valid Loss: 16.3230
Epoch 294/1000, Loss: 14.0648, Valid Loss: 15.4488
Epoch 295/1000, Loss: 15.0851, Valid Loss: 12.0282
Epoch 296/1000, Loss: 14.7004, Valid Loss: 18.8463
Epoch 297/1000, Loss: 14.2331, Valid Loss: 12.0887
Epoch 298/1000, Loss: 14.7684, Valid Loss: 17.0909
Epoch 299/1000, Loss: 14.5322, Valid Loss: 18.2568
Epoch 300/1000, Loss: 17.1637, Valid Loss: 14.5763
Epoch 301/1000, Loss: 14.4573, Valid Loss: 15.8379
Epoch 302/1000, Loss: 13.8637, Valid Loss: 11.9407
Epoch 303/1000, Loss: 13.9259, Valid Loss: 12.6887
Epoch 304/1000, Loss: 15.6187, Valid Loss: 12.1725
Epoch 305/1000, Loss: 15.5856, Valid Loss: 19.0613
Epoch 306/1000, Loss: 14.1019, Valid Loss: 16.1109
Epoch 307/1000, Loss: 14.1947, Valid Loss: 15.1902
Epoch 308/1000, Loss: 14.5461, Valid Loss: 15.3172
Epoch 309/1000, Loss: 14.1453, Valid Loss: 11.8893
Epoch 310/1000, Loss: 14.5284, Valid Loss: 15.8694
Epoch 311/1000, Loss: 14.1558, Valid Loss: 11.6761
Epoch 312/1000, Loss: 13.6744, Valid Loss: 12.7533
Epoch 313/1000, Loss: 14.5352, Valid Loss: 21.5400
Epoch 314/1000, Loss: 14.2692, Valid Loss: 12.4704
Epoch 315/1000, Loss: 13.5932, Valid Loss: 14.1896
Epoch 316/1000, Loss: 14.9474, Valid Loss: 14.0265
Epoch 317/1000, Loss: 14.7712, Valid Loss: 12.5985
Epoch 318/1000, Loss: 14.4006, Valid Loss: 14.7005
Epoch 319/1000, Loss: 14.3890, Valid Loss: 13.7154
Epoch 320/1000, Loss: 14.6495, Valid Loss: 13.4690
Epoch 321/1000, Loss: 14.9240, Valid Loss: 14.5865
Epoch 322/1000, Loss: 14.4930, Valid Loss: 11.6030
Epoch 323/1000, Loss: 13.8458, Valid Loss: 13.2614
Epoch 324/1000, Loss: 14.9604, Valid Loss: 13.8519
Epoch 325/1000, Loss: 15.2932, Valid Loss: 14.4476
Epoch 326/1000, Loss: 13.5475, Valid Loss: 12.2207
Epoch 327/1000, Loss: 14.0384, Valid Loss: 14.0860
Epoch 328/1000, Loss: 14.4634, Valid Loss: 16.6031
Epoch 329/1000, Loss: 14.7704, Valid Loss: 15.8763
Epoch 330/1000, Loss: 15.2969, Valid Loss: 13.8897
Epoch 331/1000, Loss: 13.8081, Valid Loss: 13.5551
Epoch 332/1000, Loss: 14.0166, Valid Loss: 12.0586
Epoch 333/1000, Loss: 14.6592, Valid Loss: 16.1793
Epoch 334/1000, Loss: 14.0620, Valid Loss: 13.4984
Epoch 335/1000, Loss: 15.9285, Valid Loss: 12.3250
Epoch 336/1000, Loss: 14.2995, Valid Loss: 18.0169
Epoch 337/1000, Loss: 14.3130, Valid Loss: 14.7037
Epoch 338/1000, Loss: 13.5894, Valid Loss: 12.2381
