WARNING:bayesflow:
When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use

with torch.enable_grad():
    ...

in contexts where you need gradients (e.g. custom training loops).
/home/jarruda_hpc/.conda/envs/habi/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jarruda_hpc/.conda/envs/habi/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 1 Model: 1 mini_batch
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|   blocks.res_blocks.0.dense.weight   |    5376    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    5376    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 276746
gaussian_flat1_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 17.0692, Valid Loss: 15.2894
Epoch 2/1000, Loss: 17.1851, Valid Loss: 14.6032
Epoch 3/1000, Loss: 15.0831, Valid Loss: 16.3416
Epoch 4/1000, Loss: 15.6038, Valid Loss: 15.0669
Epoch 5/1000, Loss: 14.9369, Valid Loss: 16.0234
Epoch 6/1000, Loss: 15.4595, Valid Loss: 14.5109
Epoch 7/1000, Loss: 15.3108, Valid Loss: 18.1883
Epoch 8/1000, Loss: 16.0166, Valid Loss: 15.5598
Epoch 9/1000, Loss: 14.8628, Valid Loss: 14.7522
Epoch 10/1000, Loss: 15.5124, Valid Loss: 18.5959
Epoch 11/1000, Loss: 14.6364, Valid Loss: 13.8910
Epoch 12/1000, Loss: 14.7938, Valid Loss: 16.7655
Epoch 13/1000, Loss: 14.9557, Valid Loss: 13.9420
Epoch 14/1000, Loss: 14.6266, Valid Loss: 15.5603
Epoch 15/1000, Loss: 15.1269, Valid Loss: 13.8038
Epoch 16/1000, Loss: 15.4525, Valid Loss: 15.9800
Epoch 17/1000, Loss: 15.1262, Valid Loss: 16.5114
Epoch 18/1000, Loss: 14.6973, Valid Loss: 16.0915
Epoch 19/1000, Loss: 14.1358, Valid Loss: 12.7878
Epoch 20/1000, Loss: 14.7175, Valid Loss: 16.1879
Epoch 21/1000, Loss: 14.6876, Valid Loss: 14.7459
Epoch 22/1000, Loss: 15.3772, Valid Loss: 14.3452
Epoch 23/1000, Loss: 15.8386, Valid Loss: 17.4001
Epoch 24/1000, Loss: 14.5512, Valid Loss: 15.5867
Epoch 25/1000, Loss: 13.4072, Valid Loss: 14.3834
Epoch 26/1000, Loss: 14.2088, Valid Loss: 12.3191
Epoch 27/1000, Loss: 14.4588, Valid Loss: 12.8400
Epoch 28/1000, Loss: 15.2235, Valid Loss: 14.5762
Epoch 29/1000, Loss: 15.0054, Valid Loss: 12.9024
Epoch 30/1000, Loss: 14.5690, Valid Loss: 13.7673
Epoch 31/1000, Loss: 15.1036, Valid Loss: 12.6983
Epoch 32/1000, Loss: 14.0615, Valid Loss: 16.8939
Epoch 33/1000, Loss: 15.7009, Valid Loss: 14.7707
Epoch 34/1000, Loss: 15.0435, Valid Loss: 14.4975
Epoch 35/1000, Loss: 14.6257, Valid Loss: 12.1993
Epoch 36/1000, Loss: 14.4171, Valid Loss: 17.4768
Epoch 37/1000, Loss: 14.6679, Valid Loss: 17.0186
Epoch 38/1000, Loss: 15.5158, Valid Loss: 20.3481
Epoch 39/1000, Loss: 14.8653, Valid Loss: 12.5505
Epoch 40/1000, Loss: 15.2944, Valid Loss: 13.6377
Epoch 41/1000, Loss: 13.9624, Valid Loss: 13.3064
Epoch 42/1000, Loss: 14.4039, Valid Loss: 15.6593
Epoch 43/1000, Loss: 14.5626, Valid Loss: 12.7147
Epoch 44/1000, Loss: 14.7265, Valid Loss: 19.2397
Epoch 45/1000, Loss: 14.3623, Valid Loss: 13.2257
Epoch 46/1000, Loss: 14.6030, Valid Loss: 13.4746
Epoch 47/1000, Loss: 14.9151, Valid Loss: 11.5277
Epoch 48/1000, Loss: 14.7004, Valid Loss: 13.9704
Epoch 49/1000, Loss: 14.7983, Valid Loss: 14.8226
Epoch 50/1000, Loss: 14.7940, Valid Loss: 16.0288
Epoch 51/1000, Loss: 15.0946, Valid Loss: 21.1519
Epoch 52/1000, Loss: 15.5385, Valid Loss: 13.1222
Epoch 53/1000, Loss: 14.1115, Valid Loss: 12.1998
Epoch 54/1000, Loss: 14.1017, Valid Loss: 15.1386
Epoch 55/1000, Loss: 14.8319, Valid Loss: 13.0706
Epoch 56/1000, Loss: 14.2963, Valid Loss: 16.5144
Epoch 57/1000, Loss: 13.9954, Valid Loss: 11.9438
Epoch 58/1000, Loss: 14.5494, Valid Loss: 14.6484
Epoch 59/1000, Loss: 14.2617, Valid Loss: 13.6535
Epoch 60/1000, Loss: 14.5493, Valid Loss: 15.2093
Epoch 61/1000, Loss: 15.1873, Valid Loss: 16.5910
Epoch 62/1000, Loss: 14.8093, Valid Loss: 17.7288
Epoch 63/1000, Loss: 14.2178, Valid Loss: 14.4739
Epoch 64/1000, Loss: 15.1170, Valid Loss: 15.1602
Epoch 65/1000, Loss: 14.8470, Valid Loss: 13.1591
Epoch 66/1000, Loss: 14.4474, Valid Loss: 11.1633
Epoch 67/1000, Loss: 14.0012, Valid Loss: 13.8084
Epoch 68/1000, Loss: 13.6239, Valid Loss: 13.2664
Epoch 69/1000, Loss: 15.1965, Valid Loss: 13.1095
Epoch 70/1000, Loss: 15.0560, Valid Loss: 11.8394
Epoch 71/1000, Loss: 13.8404, Valid Loss: 11.9248
Epoch 72/1000, Loss: 13.7353, Valid Loss: 15.6806
Epoch 73/1000, Loss: 14.1324, Valid Loss: 18.0087
Epoch 74/1000, Loss: 14.5987, Valid Loss: 15.1844
Epoch 75/1000, Loss: 14.4208, Valid Loss: 13.5369
Epoch 76/1000, Loss: 13.8305, Valid Loss: 12.2215
Epoch 77/1000, Loss: 15.0047, Valid Loss: 16.1673
Epoch 78/1000, Loss: 14.3128, Valid Loss: 13.4414
Epoch 79/1000, Loss: 14.4413, Valid Loss: 14.4636
Epoch 80/1000, Loss: 14.7053, Valid Loss: 12.3782
Epoch 81/1000, Loss: 14.1218, Valid Loss: 13.8316
Epoch 82/1000, Loss: 14.3417, Valid Loss: 14.8694
Epoch 83/1000, Loss: 14.3008, Valid Loss: 14.0696
Epoch 84/1000, Loss: 14.5318, Valid Loss: 13.2216
Epoch 85/1000, Loss: 14.4911, Valid Loss: 14.4212
Epoch 86/1000, Loss: 14.5356, Valid Loss: 14.2151
Epoch 87/1000, Loss: 14.8103, Valid Loss: 17.7069
Epoch 88/1000, Loss: 14.3297, Valid Loss: 12.9159
Epoch 89/1000, Loss: 15.6539, Valid Loss: 15.6791
Epoch 90/1000, Loss: 15.4335, Valid Loss: 13.7250
Epoch 91/1000, Loss: 14.1332, Valid Loss: 12.9685
Epoch 92/1000, Loss: 14.7027, Valid Loss: 18.2918
Epoch 93/1000, Loss: 13.5920, Valid Loss: 17.1525
Epoch 94/1000, Loss: 14.2493, Valid Loss: 18.1382
Epoch 95/1000, Loss: 14.7262, Valid Loss: 15.8738
Epoch 96/1000, Loss: 14.9903, Valid Loss: 16.9238
Epoch 97/1000, Loss: 14.9807, Valid Loss: 13.2805
Epoch 98/1000, Loss: 15.3685, Valid Loss: 13.4840
Epoch 99/1000, Loss: 14.0679, Valid Loss: 12.9220
