,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,median_global,median_local,rmse_global,c_error_global,contractions_global,rmse_local,c_error_local,contractions_local,median
0,16,0,1,0.0001,1,0,65.83,[-0.7707447  -0.11690751 -0.86571497],"[-0.6605681  -0.6770877  -0.71862495 -0.630674   -0.6926258  -0.7441429
 -0.8026217  -0.41014773 -0.69386613 -0.7565484  -0.6960622  -0.26465285
 -0.4987812  -0.6054548  -0.7641154  -0.7572005 ]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
1,16,1,1,0.0001,1,0,65.83,[ 2.8812723  -1.9293487  -0.04278846],"[-0.35892135 -0.9065716  -0.7981741  -0.45173362 -0.8893666  -0.8572731
 -0.9264295  -0.46014088 -0.6425702  -0.16155666 -0.6234561   0.03288072
 -0.62041044 -0.77511    -0.5969242   0.4127499 ]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
2,16,2,1,0.0001,1,0,65.83,[-3.9749136  -0.30348593  0.9744621 ],"[-0.9516946   0.44476724 -0.99957395 -0.99977493  0.98087543 -0.993242
 -0.99575365 -0.03880456  0.8004142   0.9175493  -0.9992925   0.22622436
 -0.96470773 -0.9986036  -0.9998605   0.45068634]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
3,16,3,1,0.0001,1,0,65.83,[ 1.775267   -0.50482976 -0.34072864],"[-0.5069927  -0.7281456  -0.7907795  -0.64253503 -0.69712436  0.04186326
 -0.82228965  0.44804615 -0.406081   -0.6124408  -0.23561627 -0.72520024
 -0.68144965  0.74614453 -0.81482387 -0.64943504]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
4,16,4,1,0.0001,1,0,65.83,[-1.686163   -1.7978718   0.58517784],"[-0.90988994 -0.9022238  -0.82260835 -0.9265624  -0.92591304 -0.89778924
 -0.93719804 -0.61802447 -0.9181938  -0.9220735  -0.9005977  -0.8908632
 -0.8838855  -0.90773594 -0.9004193  -0.9277959 ]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
5,16,5,1,0.0001,1,0,65.83,[ 3.0220857   0.26652408 -0.31060857],"[-0.20672637  0.92759955  0.46831977 -0.6822758  -0.733891    0.5384478
 -0.92075074  0.8840845   0.31364268  0.6827457  -0.70135874  0.98268044
  0.9552162   0.2114951   0.7818852  -0.81891465]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
6,16,6,1,0.0001,1,0,65.83,[ 0.08199077 -0.2374987   0.41343   ],"[-0.4950792  -0.70172155 -0.7553227  -0.79537857 -0.63699615 -0.7389343
 -0.8273784  -0.7749068  -0.8035167  -0.68769515 -0.776464   -0.503691
 -0.6904633  -0.5563693  -0.7831911  -0.8011228 ]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
7,16,7,1,0.0001,1,0,65.83,[-1.0861478 -1.8714033  1.4071546],"[-0.82915425 -0.9268043  -0.87339664 -0.30445397 -0.8588632  -0.8219365
 -0.2528762  -0.80402786 -0.874606   -0.8808968  -0.5981306  -0.4041902
 -0.8467641  -0.83680594 -0.9355016  -0.8595832 ]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
8,16,8,1,0.0001,1,0,65.83,[-2.3292253   0.39114386 -1.2359755 ],"[-0.8282898  -0.9399061  -0.88280386  0.11761987 -0.7005149  -0.87591916
 -0.92995775 -0.8419833  -0.61403704 -0.869653   -0.23190978  0.38195086
  0.2665965  -0.6889461  -0.6778273  -0.18816   ]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
9,16,9,1,0.0001,1,0,65.83,[-0.6358623  -0.63182837 -0.15304953],"[-0.75122464 -0.75414455 -0.5911533  -0.61138463 -0.70400316 -0.59520113
 -0.57449085 -0.5616083  -0.5867309  -0.47118708 -0.6656592  -0.6500345
 -0.6046392  -0.71248883 -0.6587799  -0.7437701 ]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
10,16,10,1,0.0001,1,0,65.83,[ 0.5808649  -0.05594784 -0.50051975],"[-0.46663466 -0.49449477 -0.49094307 -0.58872056 -0.6172384  -0.48182324
 -0.6530775  -0.41334444 -0.5702287  -0.53806186 -0.6440764  -0.51346457
 -0.5135945  -0.5390805  -0.5604967  -0.32573816]",0.49337426,0.2994736842105263,0.31356797,0.422502,0.05945723684210524,0.0,
