,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,kl,median,median_rmse,c_error,contractions,rel_contraction,model_id
0,1000,0,100,1,1,0,3657.87,448.8705954497822,"[ 0.24573499 -0.1023315  -0.08076498 -0.16146329  0.12961727 -0.3284413
  0.32231355 -0.07657728  0.04924212 -0.05983424]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
1,1000,1,100,1,1,0,3657.87,207.95202795821288,"[ 0.19185582 -0.28891778 -0.05088472 -0.04331549  0.17093077 -0.14468977
 -0.02571361 -0.10359909  0.00533648  0.07829495]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
2,1000,2,100,1,1,0,3657.87,178.676296070229,"[-0.1614132   0.15556517  0.14451128  0.08619421  0.14209563 -0.07048926
 -0.01490986 -0.13133019 -0.02998471  0.09311223]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
3,1000,3,100,1,1,0,3657.87,240.35191844019104,"[-0.09494257 -0.07945642 -0.09405373 -0.13500392 -0.10122979  0.01814039
 -0.17805436  0.03790107  0.26119128  0.10691962]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
4,1000,4,100,1,1,0,3657.87,402.9186083055948,"[-0.01467171 -0.16214044 -0.11227833  0.2703966   0.01907307 -0.0807225
  0.03294661  0.29707035  0.01551697  0.09954341]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
5,1000,5,100,1,1,0,3657.87,213.1739780909608,"[ 0.04884291 -0.05653924 -0.15632686 -0.04359413 -0.03483016  0.11313262
  0.14440316  0.15574099  0.03440164  0.14643067]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
6,1000,6,100,1,1,0,3657.87,400.4319384932821,"[-0.09931567  0.20155644  0.07644573 -0.02533214  0.05635145  0.01661848
  0.18198061  0.20801243  0.33158547 -0.23463032]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
7,1000,7,100,1,1,0,3657.87,212.7740575898384,"[-0.18479359 -0.06821382  0.03562195  0.14729346  0.03901955 -0.29177213
 -0.046901    0.10301426  0.04861557  0.11876927]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
8,1000,8,100,1,1,0,3657.87,130.69123479167172,"[-0.0407505  -0.03753028  0.04486197  0.08370298  0.04475286  0.03310186
 -0.09536803  0.06522523  0.01660755  0.17762744]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
9,1000,9,100,1,1,0,3657.87,125.14111064835068,"[ 0.1783118   0.02623565 -0.05580065 -0.08758983  0.07226945  0.01733158
 -0.0551397   0.02043491 -0.08565169  0.11417271]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
10,1000,10,100,1,1,0,3657.87,208.01862952632325,"[-0.06386648  0.1865758   0.05185985  0.1114046  -0.16860598  0.04055328
  0.14242563 -0.13558692 -0.03314441 -0.00814549]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
11,1000,11,100,1,1,0,3657.87,173.17515207209385,"[-0.18851063  0.04042106  0.1462825  -0.11594375  0.06266405 -0.18995929
  0.00209106 -0.21485925  0.17408463  0.04430256]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
12,1000,12,100,1,1,0,3657.87,348.70763264201804,"[ 0.00196676 -0.1397075   0.16630967  0.29020625 -0.27102095  0.1726318
  0.27369538  0.05460796 -0.18035352  0.11815023]",0.101665676,0.4375000000000001,0.9958228,0.9968186100721358,0
