,data_size,data_id,mini_batch,damping_factor,n_conditions,cosine_shift,n_steps,kl,median,median_rmse,c_error,contractions,rel_contraction
0,10,0,1,0.0001,1,0,4996.66,22.025059645576103,"[ 0.03349861 -0.02857696  0.02257185  0.09180878  0.07887882  0.01659836
  0.10936862 -0.0117306  -0.09828215  0.03290197]",0.4063383,0.356078947368421,0.0,0.0
1,10,1,1,0.0001,1,0,4996.66,21.68409724228989,"[-0.0205921   0.03673492  0.1364643   0.06044278  0.08300722  0.03469829
  0.08723524  0.01184582 -0.01191759 -0.13270101]",0.4063383,0.356078947368421,0.0,0.0
2,10,2,1,0.0001,1,0,4996.66,21.94497286120737,"[-0.10416454  0.01107019  0.01304842 -0.08051287  0.13178927 -0.12217984
  0.15106158 -0.02580182  0.04098145  0.05025708]",0.4063383,0.356078947368421,0.0,0.0
3,10,3,1,0.0001,1,0,4996.66,21.95280612467057,"[-0.05643906 -0.04064113 -0.04083013 -0.11396397  0.0375034  -0.06181543
  0.06580749  0.1115269  -0.06691244 -0.02930341]",0.4063383,0.356078947368421,0.0,0.0
4,10,4,1,0.0001,1,0,4996.66,21.675635777255863,"[-0.142216   -0.14496759  0.01856495  0.0846848   0.05723271 -0.03513794
  0.01072341  0.04108422 -0.04345211 -0.05184959]",0.4063383,0.356078947368421,0.0,0.0
5,10,5,1,0.0001,1,0,4996.66,21.868632215166837,"[-0.04116467 -0.05266936  0.08754084 -0.00077018  0.08508341 -0.09745508
  0.03872076 -0.07505699 -0.04936463 -0.00264782]",0.4063383,0.356078947368421,0.0,0.0
6,10,6,1,0.0001,1,0,4996.66,21.54633761465669,"[ 0.00687971  0.00707099  0.00404552 -0.14626838  0.02067803 -0.09460959
 -0.0835971  -0.06057926 -0.01921149 -0.06487116]",0.4063383,0.356078947368421,0.0,0.0
7,10,7,1,0.0001,1,0,4996.66,21.38930503058646,"[ 0.04328302 -0.06846198  0.03267381 -0.06091764  0.02263271 -0.04138731
 -0.02810337  0.04186185 -0.06614156 -0.03295885]",0.4063383,0.356078947368421,0.0,0.0
8,10,8,1,0.0001,1,0,4996.66,21.894165983702035,"[-0.01194263  0.0371668   0.03627497 -0.09238017  0.08866612 -0.02176691
  0.09424146 -0.02529084 -0.01929048  0.04460183]",0.4063383,0.356078947368421,0.0,0.0
9,10,9,1,0.0001,1,0,4996.66,21.846660209473217,"[-0.01972434  0.01512739  0.14208408 -0.02557216  0.05098863 -0.0237831
  0.02878852  0.07574948 -0.03962984  0.04082034]",0.4063383,0.356078947368421,0.0,0.0
10,10,10,1,0.0001,1,0,4996.66,22.153109881629508,"[ 0.14381099 -0.13860165 -0.04692824 -0.01059501 -0.05763156  0.09111208
 -0.02091934  0.03785414  0.1050629   0.03121115]",0.4063383,0.356078947368421,0.0,0.0
11,10,11,1,0.0001,1,0,4996.66,22.020823541082002,"[ 0.05581741  0.07105024 -0.07224563  0.10253618  0.02145902 -0.02667944
 -0.01534007 -0.06504535  0.12574828 -0.04406842]",0.4063383,0.356078947368421,0.0,0.0
12,10,12,1,0.0001,1,0,4996.66,21.723017685422537,"[-0.02115958 -0.07139178 -0.01579732  0.00320394 -0.06991147 -0.03783862
 -0.00942367  0.1220137  -0.07728383 -0.0387693 ]",0.4063383,0.356078947368421,0.0,0.0
13,10,13,1,0.0001,1,0,4996.66,21.684464838855448,"[-0.10022146  0.08784875  0.01827767  0.03190493  0.0497234  -0.01704668
  0.06769738  0.08045232 -0.00795501 -0.12516639]",0.4063383,0.356078947368421,0.0,0.0
14,10,14,1,0.0001,1,0,4996.66,22.22976618319675,"[-0.06124569 -0.05558049  0.05189733 -0.02165787  0.17033082  0.01557096
  0.04373547  0.10487802 -0.01237912 -0.02380009]",0.4063383,0.356078947368421,0.0,0.0
15,10,15,1,0.0001,1,0,4996.66,21.632123550975827,"[-0.01176425  0.03429248 -0.06747714  0.01416944 -0.0150452  -0.17249048
  0.02767202 -0.10334611 -0.09870462 -0.09217595]",0.4063383,0.356078947368421,0.0,0.0
16,10,16,1,0.0001,1,0,4996.66,21.476324056365517,"[ 0.02160315  0.0818908   0.11226288  0.01075968 -0.06890127 -0.02924297
 -0.022117   -0.02950653  0.01275318  0.02308699]",0.4063383,0.356078947368421,0.0,0.0
17,10,17,1,0.0001,1,0,4996.66,21.32771799932592,"[-0.00264318 -0.05330819  0.09900785 -0.04653247 -0.00769329 -0.05934276
 -0.04735633 -0.04680261 -0.10133144 -0.07020874]",0.4063383,0.356078947368421,0.0,0.0
